id,class,category,design,rating,audioFile,vibrationFile,target,fold,clip_id,take,ratingCategory
1-11687-A-47,A,airplane,freqshift,72,1-11687-A-47.wav,1-11687-A-47-vib-freqshift.wav,47,1,11687,A,Good
1-11687-A-47,A,airplane,hapticgen,18,1-11687-A-47.wav,1-11687-A-47-vib-hapticgen.wav,47,1,11687,A,Very Poor
1-11687-A-47,A,airplane,percept,64,1-11687-A-47.wav,1-11687-A-47-vib-percept.wav,47,1,11687,A,Good
1-11687-A-47,A,airplane,pitchmatch,83,1-11687-A-47.wav,1-11687-A-47-vib-pitchmatch.wav,47,1,11687,A,Excellent
1-118206-A-31,A,mouse_click,freqshift,53.5,1-118206-A-31.wav,1-118206-A-31-vib-freqshift.wav,31,1,118206,A,Fair
1-118206-A-31,A,mouse_click,hapticgen,8,1-118206-A-31.wav,1-118206-A-31-vib-hapticgen.wav,31,1,118206,A,Very Poor
1-118206-A-31,A,mouse_click,percept,25,1-118206-A-31.wav,1-118206-A-31-vib-percept.wav,31,1,118206,A,Poor
1-118206-A-31,A,mouse_click,pitchmatch,95,1-118206-A-31.wav,1-118206-A-31-vib-pitchmatch.wav,31,1,118206,A,Excellent
1-119125-A-45,A,train,freqshift,77,1-119125-A-45.wav,1-119125-A-45-vib-freqshift.wav,45,1,119125,A,Good
1-119125-A-45,A,train,hapticgen,49,1-119125-A-45.wav,1-119125-A-45-vib-hapticgen.wav,45,1,119125,A,Fair
1-119125-A-45,A,train,percept,43,1-119125-A-45.wav,1-119125-A-45-vib-percept.wav,45,1,119125,A,Fair
1-119125-A-45,A,train,pitchmatch,86.5,1-119125-A-45.wav,1-119125-A-45-vib-pitchmatch.wav,45,1,119125,A,Excellent
1-12654-B-15,B,water_drops,freqshift,2.5,1-12654-B-15.wav,1-12654-B-15-vib-freqshift.wav,15,1,12654,B,Very Poor
1-12654-B-15,B,water_drops,hapticgen,95,1-12654-B-15.wav,1-12654-B-15-vib-hapticgen.wav,15,1,12654,B,Excellent
1-12654-B-15,B,water_drops,percept,17.5,1-12654-B-15.wav,1-12654-B-15-vib-percept.wav,15,1,12654,B,Very Poor
1-12654-B-15,B,water_drops,pitchmatch,75,1-12654-B-15.wav,1-12654-B-15-vib-pitchmatch.wav,15,1,12654,B,Good
1-13572-A-46,A,church_bells,freqshift,47.5,1-13572-A-46.wav,1-13572-A-46-vib-freqshift.wav,46,1,13572,A,Fair
1-13572-A-46,A,church_bells,hapticgen,79.5,1-13572-A-46.wav,1-13572-A-46-vib-hapticgen.wav,46,1,13572,A,Good
1-13572-A-46,A,church_bells,percept,0,1-13572-A-46.wav,1-13572-A-46-vib-percept.wav,46,1,13572,A,Very Poor
1-13572-A-46,A,church_bells,pitchmatch,1,1-13572-A-46.wav,1-13572-A-46-vib-pitchmatch.wav,46,1,13572,A,Very Poor
1-13613-A-37,A,clock_alarm,freqshift,35,1-13613-A-37.wav,1-13613-A-37-vib-freqshift.wav,37,1,13613,A,Poor
1-13613-A-37,A,clock_alarm,hapticgen,40,1-13613-A-37.wav,1-13613-A-37-vib-hapticgen.wav,37,1,13613,A,Fair
1-13613-A-37,A,clock_alarm,percept,73.5,1-13613-A-37.wav,1-13613-A-37-vib-percept.wav,37,1,13613,A,Good
1-13613-A-37,A,clock_alarm,pitchmatch,80,1-13613-A-37.wav,1-13613-A-37-vib-pitchmatch.wav,37,1,13613,A,Excellent
1-137-A-32,A,keyboard_typing,freqshift,6,1-137-A-32.wav,1-137-A-32-vib-freqshift.wav,32,1,137,A,Very Poor
1-137-A-32,A,keyboard_typing,hapticgen,33.5,1-137-A-32.wav,1-137-A-32-vib-hapticgen.wav,32,1,137,A,Poor
1-137-A-32,A,keyboard_typing,percept,70,1-137-A-32.wav,1-137-A-32-vib-percept.wav,32,1,137,A,Good
1-137-A-32,A,keyboard_typing,pitchmatch,55.5,1-137-A-32.wav,1-137-A-32-vib-pitchmatch.wav,32,1,137,A,Fair
1-137296-A-16,A,wind,freqshift,55.5,1-137296-A-16.wav,1-137296-A-16-vib-freqshift.wav,16,1,137296,A,Fair
1-137296-A-16,A,wind,hapticgen,79.5,1-137296-A-16.wav,1-137296-A-16-vib-hapticgen.wav,16,1,137296,A,Good
1-137296-A-16,A,wind,percept,56,1-137296-A-16.wav,1-137296-A-16-vib-percept.wav,16,1,137296,A,Fair
1-137296-A-16,A,wind,pitchmatch,76.5,1-137296-A-16.wav,1-137296-A-16-vib-pitchmatch.wav,16,1,137296,A,Good
1-14262-A-37,A,clock_alarm,freqshift,17,1-14262-A-37.wav,1-14262-A-37-vib-freqshift.wav,37,1,14262,A,Very Poor
1-14262-A-37,A,clock_alarm,hapticgen,73,1-14262-A-37.wav,1-14262-A-37-vib-hapticgen.wav,37,1,14262,A,Good
1-14262-A-37,A,clock_alarm,percept,74,1-14262-A-37.wav,1-14262-A-37-vib-percept.wav,37,1,14262,A,Good
1-14262-A-37,A,clock_alarm,pitchmatch,49.5,1-14262-A-37.wav,1-14262-A-37-vib-pitchmatch.wav,37,1,14262,A,Fair
1-155858-A-25,A,footsteps,freqshift,82.5,1-155858-A-25.wav,1-155858-A-25-vib-freqshift.wav,25,1,155858,A,Excellent
1-155858-A-25,A,footsteps,hapticgen,58.5,1-155858-A-25.wav,1-155858-A-25-vib-hapticgen.wav,25,1,155858,A,Fair
1-155858-A-25,A,footsteps,percept,26,1-155858-A-25.wav,1-155858-A-25-vib-percept.wav,25,1,155858,A,Poor
1-155858-A-25,A,footsteps,pitchmatch,81,1-155858-A-25.wav,1-155858-A-25-vib-pitchmatch.wav,25,1,155858,A,Excellent
1-155858-B-25,B,footsteps,freqshift,32.5,1-155858-B-25.wav,1-155858-B-25-vib-freqshift.wav,25,1,155858,B,Poor
1-155858-B-25,B,footsteps,hapticgen,39,1-155858-B-25.wav,1-155858-B-25-vib-hapticgen.wav,25,1,155858,B,Poor
1-155858-B-25,B,footsteps,percept,4,1-155858-B-25.wav,1-155858-B-25-vib-percept.wav,25,1,155858,B,Very Poor
1-155858-B-25,B,footsteps,pitchmatch,100,1-155858-B-25.wav,1-155858-B-25-vib-pitchmatch.wav,25,1,155858,B,Excellent
1-15689-A-4,A,frog,freqshift,50,1-15689-A-4.wav,1-15689-A-4-vib-freqshift.wav,4,1,15689,A,Fair
1-15689-A-4,A,frog,hapticgen,90,1-15689-A-4.wav,1-15689-A-4-vib-hapticgen.wav,4,1,15689,A,Excellent
1-15689-A-4,A,frog,percept,0,1-15689-A-4.wav,1-15689-A-4-vib-percept.wav,4,1,15689,A,Very Poor
1-15689-A-4,A,frog,pitchmatch,50,1-15689-A-4.wav,1-15689-A-4-vib-pitchmatch.wav,4,1,15689,A,Fair
1-15689-B-4,B,frog,freqshift,32.5,1-15689-B-4.wav,1-15689-B-4-vib-freqshift.wav,4,1,15689,B,Poor
1-15689-B-4,B,frog,hapticgen,85,1-15689-B-4.wav,1-15689-B-4-vib-hapticgen.wav,4,1,15689,B,Excellent
1-15689-B-4,B,frog,percept,52,1-15689-B-4.wav,1-15689-B-4-vib-percept.wav,4,1,15689,B,Fair
1-15689-B-4,B,frog,pitchmatch,71,1-15689-B-4.wav,1-15689-B-4-vib-pitchmatch.wav,4,1,15689,B,Good
1-160563-A-48,A,fireworks,freqshift,75,1-160563-A-48.wav,1-160563-A-48-vib-freqshift.wav,48,1,160563,A,Good
1-160563-A-48,A,fireworks,hapticgen,38.5,1-160563-A-48.wav,1-160563-A-48-vib-hapticgen.wav,48,1,160563,A,Poor
1-160563-A-48,A,fireworks,percept,7.5,1-160563-A-48.wav,1-160563-A-48-vib-percept.wav,48,1,160563,A,Very Poor
1-160563-A-48,A,fireworks,pitchmatch,65.5,1-160563-A-48.wav,1-160563-A-48-vib-pitchmatch.wav,48,1,160563,A,Good
1-16568-A-3,A,cow,freqshift,67.5,1-16568-A-3.wav,1-16568-A-3-vib-freqshift.wav,3,1,16568,A,Good
1-16568-A-3,A,cow,hapticgen,73,1-16568-A-3.wav,1-16568-A-3-vib-hapticgen.wav,3,1,16568,A,Good
1-16568-A-3,A,cow,percept,22,1-16568-A-3.wav,1-16568-A-3-vib-percept.wav,3,1,16568,A,Poor
1-16568-A-3,A,cow,pitchmatch,32,1-16568-A-3.wav,1-16568-A-3-vib-pitchmatch.wav,3,1,16568,A,Poor
1-16746-A-15,A,water_drops,freqshift,72.5,1-16746-A-15.wav,1-16746-A-15-vib-freqshift.wav,15,1,16746,A,Good
1-16746-A-15,A,water_drops,hapticgen,18.5,1-16746-A-15.wav,1-16746-A-15-vib-hapticgen.wav,15,1,16746,A,Very Poor
1-16746-A-15,A,water_drops,percept,46,1-16746-A-15.wav,1-16746-A-15-vib-percept.wav,15,1,16746,A,Fair
1-16746-A-15,A,water_drops,pitchmatch,38.5,1-16746-A-15.wav,1-16746-A-15-vib-pitchmatch.wav,15,1,16746,A,Poor
1-17124-A-43,A,car_horn,freqshift,53,1-17124-A-43.wav,1-17124-A-43-vib-freqshift.wav,43,1,17124,A,Fair
1-17124-A-43,A,car_horn,hapticgen,35,1-17124-A-43.wav,1-17124-A-43-vib-hapticgen.wav,43,1,17124,A,Poor
1-17124-A-43,A,car_horn,percept,34.5,1-17124-A-43.wav,1-17124-A-43-vib-percept.wav,43,1,17124,A,Poor
1-17124-A-43,A,car_horn,pitchmatch,82.5,1-17124-A-43.wav,1-17124-A-43-vib-pitchmatch.wav,43,1,17124,A,Excellent
1-17150-A-12,A,crackling_fire,freqshift,69,1-17150-A-12.wav,1-17150-A-12-vib-freqshift.wav,12,1,17150,A,Good
1-17150-A-12,A,crackling_fire,hapticgen,77.5,1-17150-A-12.wav,1-17150-A-12-vib-hapticgen.wav,12,1,17150,A,Good
1-17150-A-12,A,crackling_fire,percept,15.5,1-17150-A-12.wav,1-17150-A-12-vib-percept.wav,12,1,17150,A,Very Poor
1-17150-A-12,A,crackling_fire,pitchmatch,87.5,1-17150-A-12.wav,1-17150-A-12-vib-pitchmatch.wav,12,1,17150,A,Excellent
1-172649-A-40,A,helicopter,freqshift,7.5,1-172649-A-40.wav,1-172649-A-40-vib-freqshift.wav,40,1,172649,A,Very Poor
1-172649-A-40,A,helicopter,hapticgen,37.5,1-172649-A-40.wav,1-172649-A-40-vib-hapticgen.wav,40,1,172649,A,Poor
1-172649-A-40,A,helicopter,percept,6.5,1-172649-A-40.wav,1-172649-A-40-vib-percept.wav,40,1,172649,A,Very Poor
1-172649-A-40,A,helicopter,pitchmatch,55.5,1-172649-A-40.wav,1-172649-A-40-vib-pitchmatch.wav,40,1,172649,A,Fair
1-172649-F-40,F,helicopter,freqshift,68,1-172649-F-40.wav,1-172649-F-40-vib-freqshift.wav,40,1,172649,F,Good
1-172649-F-40,F,helicopter,hapticgen,32,1-172649-F-40.wav,1-172649-F-40-vib-hapticgen.wav,40,1,172649,F,Poor
1-172649-F-40,F,helicopter,percept,56,1-172649-F-40.wav,1-172649-F-40-vib-percept.wav,40,1,172649,F,Fair
1-172649-F-40,F,helicopter,pitchmatch,50.5,1-172649-F-40.wav,1-172649-F-40-vib-pitchmatch.wav,40,1,172649,F,Fair
1-17295-A-29,A,drinking_sipping,freqshift,45,1-17295-A-29.wav,1-17295-A-29-vib-freqshift.wav,29,1,17295,A,Fair
1-17295-A-29,A,drinking_sipping,hapticgen,72,1-17295-A-29.wav,1-17295-A-29-vib-hapticgen.wav,29,1,17295,A,Good
1-17295-A-29,A,drinking_sipping,percept,12,1-17295-A-29.wav,1-17295-A-29-vib-percept.wav,29,1,17295,A,Very Poor
1-17295-A-29,A,drinking_sipping,pitchmatch,78,1-17295-A-29.wav,1-17295-A-29-vib-pitchmatch.wav,29,1,17295,A,Good
1-17367-A-10,A,rain,freqshift,48,1-17367-A-10.wav,1-17367-A-10-vib-freqshift.wav,10,1,17367,A,Fair
1-17367-A-10,A,rain,hapticgen,36,1-17367-A-10.wav,1-17367-A-10-vib-hapticgen.wav,10,1,17367,A,Poor
1-17367-A-10,A,rain,percept,48.5,1-17367-A-10.wav,1-17367-A-10-vib-percept.wav,10,1,17367,A,Fair
1-17367-A-10,A,rain,pitchmatch,90.5,1-17367-A-10.wav,1-17367-A-10-vib-pitchmatch.wav,10,1,17367,A,Excellent
1-17585-A-7,A,insects,freqshift,42,1-17585-A-7.wav,1-17585-A-7-vib-freqshift.wav,7,1,17585,A,Fair
1-17585-A-7,A,insects,hapticgen,100,1-17585-A-7.wav,1-17585-A-7-vib-hapticgen.wav,7,1,17585,A,Excellent
1-17585-A-7,A,insects,percept,6,1-17585-A-7.wav,1-17585-A-7-vib-percept.wav,7,1,17585,A,Very Poor
1-17585-A-7,A,insects,pitchmatch,35,1-17585-A-7.wav,1-17585-A-7-vib-pitchmatch.wav,7,1,17585,A,Poor
1-17808-A-12,A,crackling_fire,freqshift,37.5,1-17808-A-12.wav,1-17808-A-12-vib-freqshift.wav,12,1,17808,A,Poor
1-17808-A-12,A,crackling_fire,hapticgen,38,1-17808-A-12.wav,1-17808-A-12-vib-hapticgen.wav,12,1,17808,A,Poor
1-17808-A-12,A,crackling_fire,percept,42,1-17808-A-12.wav,1-17808-A-12-vib-percept.wav,12,1,17808,A,Fair
1-17808-A-12,A,crackling_fire,pitchmatch,92,1-17808-A-12.wav,1-17808-A-12-vib-pitchmatch.wav,12,1,17808,A,Excellent
1-18074-A-6,A,hen,freqshift,46,1-18074-A-6.wav,1-18074-A-6-vib-freqshift.wav,6,1,18074,A,Fair
1-18074-A-6,A,hen,hapticgen,57,1-18074-A-6.wav,1-18074-A-6-vib-hapticgen.wav,6,1,18074,A,Fair
1-18074-A-6,A,hen,percept,20.5,1-18074-A-6.wav,1-18074-A-6-vib-percept.wav,6,1,18074,A,Poor
1-18074-A-6,A,hen,pitchmatch,69.5,1-18074-A-6.wav,1-18074-A-6-vib-pitchmatch.wav,6,1,18074,A,Good
1-18074-B-6,B,hen,freqshift,58.5,1-18074-B-6.wav,1-18074-B-6-vib-freqshift.wav,6,1,18074,B,Fair
1-18074-B-6,B,hen,hapticgen,59,1-18074-B-6.wav,1-18074-B-6-vib-hapticgen.wav,6,1,18074,B,Fair
1-18074-B-6,B,hen,percept,20,1-18074-B-6.wav,1-18074-B-6-vib-percept.wav,6,1,18074,B,Poor
1-18074-B-6,B,hen,pitchmatch,77,1-18074-B-6.wav,1-18074-B-6-vib-pitchmatch.wav,6,1,18074,B,Good
1-181071-A-40,A,helicopter,freqshift,39.5,1-181071-A-40.wav,1-181071-A-40-vib-freqshift.wav,40,1,181071,A,Poor
1-181071-A-40,A,helicopter,hapticgen,75.5,1-181071-A-40.wav,1-181071-A-40-vib-hapticgen.wav,40,1,181071,A,Good
1-181071-A-40,A,helicopter,percept,48,1-181071-A-40.wav,1-181071-A-40-vib-percept.wav,40,1,181071,A,Fair
1-181071-A-40,A,helicopter,pitchmatch,45,1-181071-A-40.wav,1-181071-A-40-vib-pitchmatch.wav,40,1,181071,A,Fair
1-181071-B-40,B,helicopter,freqshift,61,1-181071-B-40.wav,1-181071-B-40-vib-freqshift.wav,40,1,181071,B,Good
1-181071-B-40,B,helicopter,hapticgen,73,1-181071-B-40.wav,1-181071-B-40-vib-hapticgen.wav,40,1,181071,B,Good
1-181071-B-40,B,helicopter,percept,48.5,1-181071-B-40.wav,1-181071-B-40-vib-percept.wav,40,1,181071,B,Fair
1-181071-B-40,B,helicopter,pitchmatch,74,1-181071-B-40.wav,1-181071-B-40-vib-pitchmatch.wav,40,1,181071,B,Good
1-18527-A-44,A,engine,freqshift,41.5,1-18527-A-44.wav,1-18527-A-44-vib-freqshift.wav,44,1,18527,A,Fair
1-18527-A-44,A,engine,hapticgen,33.5,1-18527-A-44.wav,1-18527-A-44-vib-hapticgen.wav,44,1,18527,A,Poor
1-18527-A-44,A,engine,percept,74,1-18527-A-44.wav,1-18527-A-44-vib-percept.wav,44,1,18527,A,Good
1-18527-A-44,A,engine,pitchmatch,43.5,1-18527-A-44.wav,1-18527-A-44-vib-pitchmatch.wav,44,1,18527,A,Fair
1-18631-A-23,A,breathing,freqshift,55.5,1-18631-A-23.wav,1-18631-A-23-vib-freqshift.wav,23,1,18631,A,Fair
1-18631-A-23,A,breathing,hapticgen,54.5,1-18631-A-23.wav,1-18631-A-23-vib-hapticgen.wav,23,1,18631,A,Fair
1-18631-A-23,A,breathing,percept,20,1-18631-A-23.wav,1-18631-A-23-vib-percept.wav,23,1,18631,A,Poor
1-18631-A-23,A,breathing,pitchmatch,84,1-18631-A-23.wav,1-18631-A-23-vib-pitchmatch.wav,23,1,18631,A,Excellent
1-187207-A-20,A,crying_baby,freqshift,71,1-187207-A-20.wav,1-187207-A-20-vib-freqshift.wav,20,1,187207,A,Good
1-187207-A-20,A,crying_baby,hapticgen,70,1-187207-A-20.wav,1-187207-A-20-vib-hapticgen.wav,20,1,187207,A,Good
1-187207-A-20,A,crying_baby,percept,12.5,1-187207-A-20.wav,1-187207-A-20-vib-percept.wav,20,1,187207,A,Very Poor
1-187207-A-20,A,crying_baby,pitchmatch,30,1-187207-A-20.wav,1-187207-A-20-vib-pitchmatch.wav,20,1,187207,A,Poor
1-18755-A-4,A,frog,freqshift,79.5,1-18755-A-4.wav,1-18755-A-4-vib-freqshift.wav,4,1,18755,A,Good
1-18755-A-4,A,frog,hapticgen,37,1-18755-A-4.wav,1-18755-A-4-vib-hapticgen.wav,4,1,18755,A,Poor
1-18755-A-4,A,frog,percept,1.5,1-18755-A-4.wav,1-18755-A-4-vib-percept.wav,4,1,18755,A,Very Poor
1-18755-A-4,A,frog,pitchmatch,45.5,1-18755-A-4.wav,1-18755-A-4-vib-pitchmatch.wav,4,1,18755,A,Fair
1-18810-A-49,A,hand_saw,freqshift,64.5,1-18810-A-49.wav,1-18810-A-49-vib-freqshift.wav,49,1,18810,A,Good
1-18810-A-49,A,hand_saw,hapticgen,41.5,1-18810-A-49.wav,1-18810-A-49-vib-hapticgen.wav,49,1,18810,A,Fair
1-18810-A-49,A,hand_saw,percept,80,1-18810-A-49.wav,1-18810-A-49-vib-percept.wav,49,1,18810,A,Excellent
1-18810-A-49,A,hand_saw,pitchmatch,72,1-18810-A-49.wav,1-18810-A-49-vib-pitchmatch.wav,49,1,18810,A,Good
1-19026-A-43,A,car_horn,freqshift,83.5,1-19026-A-43.wav,1-19026-A-43-vib-freqshift.wav,43,1,19026,A,Excellent
1-19026-A-43,A,car_horn,hapticgen,89.5,1-19026-A-43.wav,1-19026-A-43-vib-hapticgen.wav,43,1,19026,A,Excellent
1-19026-A-43,A,car_horn,percept,10,1-19026-A-43.wav,1-19026-A-43-vib-percept.wav,43,1,19026,A,Very Poor
1-19026-A-43,A,car_horn,pitchmatch,65,1-19026-A-43.wav,1-19026-A-43-vib-pitchmatch.wav,43,1,19026,A,Good
1-19118-A-24,A,coughing,freqshift,82,1-19118-A-24.wav,1-19118-A-24-vib-freqshift.wav,24,1,19118,A,Excellent
1-19118-A-24,A,coughing,hapticgen,56.5,1-19118-A-24.wav,1-19118-A-24-vib-hapticgen.wav,24,1,19118,A,Fair
1-19118-A-24,A,coughing,percept,76,1-19118-A-24.wav,1-19118-A-24-vib-percept.wav,24,1,19118,A,Good
1-19118-A-24,A,coughing,pitchmatch,65,1-19118-A-24.wav,1-19118-A-24-vib-pitchmatch.wav,24,1,19118,A,Good
1-19501-A-7,A,insects,freqshift,39,1-19501-A-7.wav,1-19501-A-7-vib-freqshift.wav,7,1,19501,A,Poor
1-19501-A-7,A,insects,hapticgen,99.5,1-19501-A-7.wav,1-19501-A-7-vib-hapticgen.wav,7,1,19501,A,Excellent
1-19501-A-7,A,insects,percept,4.5,1-19501-A-7.wav,1-19501-A-7-vib-percept.wav,7,1,19501,A,Very Poor
1-19501-A-7,A,insects,pitchmatch,62.5,1-19501-A-7.wav,1-19501-A-7-vib-pitchmatch.wav,7,1,19501,A,Good
1-196660-A-8,A,sheep,freqshift,56,1-196660-A-8.wav,1-196660-A-8-vib-freqshift.wav,8,1,196660,A,Fair
1-196660-A-8,A,sheep,hapticgen,59.5,1-196660-A-8.wav,1-196660-A-8-vib-hapticgen.wav,8,1,196660,A,Fair
1-196660-A-8,A,sheep,percept,9,1-196660-A-8.wav,1-196660-A-8-vib-percept.wav,8,1,196660,A,Very Poor
1-196660-A-8,A,sheep,pitchmatch,57.5,1-196660-A-8.wav,1-196660-A-8-vib-pitchmatch.wav,8,1,196660,A,Fair
1-196660-B-8,B,sheep,freqshift,61.5,1-196660-B-8.wav,1-196660-B-8-vib-freqshift.wav,8,1,196660,B,Good
1-196660-B-8,B,sheep,hapticgen,49,1-196660-B-8.wav,1-196660-B-8-vib-hapticgen.wav,8,1,196660,B,Fair
1-196660-B-8,B,sheep,percept,47.5,1-196660-B-8.wav,1-196660-B-8-vib-percept.wav,8,1,196660,B,Fair
1-196660-B-8,B,sheep,pitchmatch,69.5,1-196660-B-8.wav,1-196660-B-8-vib-pitchmatch.wav,8,1,196660,B,Good
1-19840-A-36,A,vacuum_cleaner,freqshift,16,1-19840-A-36.wav,1-19840-A-36-vib-freqshift.wav,36,1,19840,A,Very Poor
1-19840-A-36,A,vacuum_cleaner,hapticgen,100,1-19840-A-36.wav,1-19840-A-36-vib-hapticgen.wav,36,1,19840,A,Excellent
1-19840-A-36,A,vacuum_cleaner,percept,3.5,1-19840-A-36.wav,1-19840-A-36-vib-percept.wav,36,1,19840,A,Very Poor
