filename,soundname,fold,target,category,clip_id,take,file_type,file_path,rating_freqshift,rating_hapticgen,rating_percept,rating_pitchmatch,best_algorithm,best_algorithm_name,best_rating
1-12654-B-15.wav,Water_Drops_19,1,15,water_drops,12654,B,audio,audio_vibration/audio/1-12654-B-15.wav,2.5,95.0,17.5,75.0,rating_hapticgen,hapticgen,95.0
1-13572-A-46.wav,Church_Bells_14,1,46,church_bells,13572,A,audio,audio_vibration/audio/1-13572-A-46.wav,47.5,79.5,0.0,1.0,rating_hapticgen,hapticgen,79.5
1-13613-A-37.wav,Clock_Alarm_16,1,37,clock_alarm,13613,A,audio,audio_vibration/audio/1-13613-A-37.wav,35.0,40.0,73.5,80.0,rating_pitchmatch,pitchmatch,80.0
1-137-A-32.wav,Keyboard_Typing_1,1,32,keyboard_typing,137,A,audio,audio_vibration/audio/1-137-A-32.wav,6.0,33.5,70.0,55.5,rating_percept,percept,70.0
1-137296-A-16.wav,Wind_15,1,16,wind,137296,A,audio,audio_vibration/audio/1-137296-A-16.wav,55.5,79.5,56.0,76.5,rating_hapticgen,hapticgen,79.5
1-14262-A-37.wav,Clock_Alarm_14,1,37,clock_alarm,14262,A,audio,audio_vibration/audio/1-14262-A-37.wav,17.0,73.0,74.0,49.5,rating_percept,percept,74.0
1-155858-A-25.wav,Footsteps_8,1,25,footsteps,155858,A,audio,audio_vibration/audio/1-155858-A-25.wav,82.5,58.5,26.0,81.0,rating_freqshift,freqshift,82.5
1-155858-B-25.wav,Footsteps_20,1,25,footsteps,155858,B,audio,audio_vibration/audio/1-155858-B-25.wav,32.5,39.0,4.0,100.0,rating_pitchmatch,pitchmatch,100.0
1-15689-A-4.wav,Frog_2,1,4,frog,15689,A,audio,audio_vibration/audio/1-15689-A-4.wav,50.0,90.0,0.0,50.0,rating_hapticgen,hapticgen,90.0
1-15689-B-4.wav,Frog_6,1,4,frog,15689,B,audio,audio_vibration/audio/1-15689-B-4.wav,32.5,85.0,52.0,71.0,rating_hapticgen,hapticgen,85.0
1-160563-A-48.wav,Fireworks_19,1,48,fireworks,160563,A,audio,audio_vibration/audio/1-160563-A-48.wav,75.0,38.5,7.5,65.5,rating_freqshift,freqshift,75.0
1-16568-A-3.wav,Cow_19,1,3,cow,16568,A,audio,audio_vibration/audio/1-16568-A-3.wav,67.5,73.0,22.0,32.0,rating_hapticgen,hapticgen,73.0
1-16746-A-15.wav,Water_Drops_17,1,15,water_drops,16746,A,audio,audio_vibration/audio/1-16746-A-15.wav,72.5,18.5,46.0,38.5,rating_freqshift,freqshift,72.5
1-17124-A-43.wav,Car_Horn_13,1,43,car_horn,17124,A,audio,audio_vibration/audio/1-17124-A-43.wav,53.0,35.0,34.5,82.5,rating_pitchmatch,pitchmatch,82.5
1-17150-A-12.wav,Crackling_Fire_18,1,12,crackling_fire,17150,A,audio,audio_vibration/audio/1-17150-A-12.wav,69.0,77.5,15.5,87.5,rating_pitchmatch,pitchmatch,87.5
1-172649-A-40.wav,Helicopter_11,1,40,helicopter,172649,A,audio,audio_vibration/audio/1-172649-A-40.wav,7.5,37.5,6.5,55.5,rating_pitchmatch,pitchmatch,55.5
1-172649-F-40.wav,Helicopter_3,1,40,helicopter,172649,F,audio,audio_vibration/audio/1-172649-F-40.wav,68.0,32.0,56.0,50.5,rating_freqshift,freqshift,68.0
1-17295-A-29.wav,Drinking_Sipping_13,1,29,drinking_sipping,17295,A,audio,audio_vibration/audio/1-17295-A-29.wav,45.0,72.0,12.0,78.0,rating_pitchmatch,pitchmatch,78.0
1-17367-A-10.wav,Rain_3,1,10,rain,17367,A,audio,audio_vibration/audio/1-17367-A-10.wav,48.0,36.0,48.5,90.5,rating_pitchmatch,pitchmatch,90.5
1-17585-A-7.wav,Insects_11,1,7,insects,17585,A,audio,audio_vibration/audio/1-17585-A-7.wav,42.0,100.0,6.0,35.0,rating_hapticgen,hapticgen,100.0
1-17808-A-12.wav,Crackling_Fire_2,1,12,crackling_fire,17808,A,audio,audio_vibration/audio/1-17808-A-12.wav,37.5,38.0,42.0,92.0,rating_pitchmatch,pitchmatch,92.0
1-18074-A-6.wav,Hen_4,1,6,hen,18074,A,audio,audio_vibration/audio/1-18074-A-6.wav,46.0,57.0,20.5,69.5,rating_pitchmatch,pitchmatch,69.5
1-18074-B-6.wav,Hen_11,1,6,hen,18074,B,audio,audio_vibration/audio/1-18074-B-6.wav,58.5,59.0,20.0,77.0,rating_pitchmatch,pitchmatch,77.0
1-181071-A-40.wav,Helicopter_17,1,40,helicopter,181071,A,audio,audio_vibration/audio/1-181071-A-40.wav,39.5,75.5,48.0,45.0,rating_hapticgen,hapticgen,75.5
1-181071-B-40.wav,Helicopter_10,1,40,helicopter,181071,B,audio,audio_vibration/audio/1-181071-B-40.wav,61.0,73.0,48.5,74.0,rating_pitchmatch,pitchmatch,74.0
1-18527-A-44.wav,Engine_14,1,44,engine,18527,A,audio,audio_vibration/audio/1-18527-A-44.wav,41.5,33.5,74.0,43.5,rating_percept,percept,74.0
1-18631-A-23.wav,Breathing_6,1,23,breathing,18631,A,audio,audio_vibration/audio/1-18631-A-23.wav,55.5,54.5,20.0,84.0,rating_pitchmatch,pitchmatch,84.0
1-187207-A-20.wav,Crying_Baby_12,1,20,crying_baby,187207,A,audio,audio_vibration/audio/1-187207-A-20.wav,71.0,70.0,12.5,30.0,rating_freqshift,freqshift,71.0
1-18755-A-4.wav,Frog_16,1,4,frog,18755,A,audio,audio_vibration/audio/1-18755-A-4.wav,79.5,37.0,1.5,45.5,rating_freqshift,freqshift,79.5
1-18810-A-49.wav,Hand_Saw_16,1,49,hand_saw,18810,A,audio,audio_vibration/audio/1-18810-A-49.wav,64.5,41.5,80.0,72.0,rating_percept,percept,80.0
1-19026-A-43.wav,Car_Horn_3,1,43,car_horn,19026,A,audio,audio_vibration/audio/1-19026-A-43.wav,83.5,89.5,10.0,65.0,rating_hapticgen,hapticgen,89.5
1-19118-A-24.wav,Coughing_19,1,24,coughing,19118,A,audio,audio_vibration/audio/1-19118-A-24.wav,82.0,56.5,76.0,65.0,rating_freqshift,freqshift,82.0
1-19501-A-7.wav,Insects_19,1,7,insects,19501,A,audio,audio_vibration/audio/1-19501-A-7.wav,39.0,99.5,4.5,62.5,rating_hapticgen,hapticgen,99.5
1-196660-A-8.wav,Sheep_3,1,8,sheep,196660,A,audio,audio_vibration/audio/1-196660-A-8.wav,56.0,59.5,9.0,57.5,rating_hapticgen,hapticgen,59.5
1-196660-B-8.wav,Sheep_10,1,8,sheep,196660,B,audio,audio_vibration/audio/1-196660-B-8.wav,61.5,49.0,47.5,69.5,rating_pitchmatch,pitchmatch,69.5
1-19840-A-36.wav,Vacuum_Cleaner_1,1,36,vacuum_cleaner,19840,A,audio,audio_vibration/audio/1-19840-A-36.wav,16.0,100.0,3.5,4.5,rating_hapticgen,hapticgen,100.0
1-19872-A-36.wav,Vacuum_Cleaner_12,1,36,vacuum_cleaner,19872,A,audio,audio_vibration/audio/1-19872-A-36.wav,54.0,71.0,33.5,29.5,rating_hapticgen,hapticgen,71.0
1-19872-B-36.wav,Vacuum_Cleaner_16,1,36,vacuum_cleaner,19872,B,audio,audio_vibration/audio/1-19872-B-36.wav,95.0,62.5,52.5,65.0,rating_freqshift,freqshift,95.0
1-19898-B-41.wav,Chainsaw_7,1,41,chainsaw,19898,B,audio,audio_vibration/audio/1-19898-B-41.wav,85.5,71.5,10.0,72.0,rating_freqshift,freqshift,85.5
1-20133-A-39.wav,Glass_Breaking_8,1,39,glass_breaking,20133,A,audio,audio_vibration/audio/1-20133-A-39.wav,23.5,47.5,65.5,10.5,rating_percept,percept,65.5
1-202111-A-3.wav,Cow_8,1,3,cow,202111,A,audio,audio_vibration/audio/1-202111-A-3.wav,90.0,84.5,0.5,86.0,rating_freqshift,freqshift,90.0
1-211527-A-20.wav,Crying_Baby_18,1,20,crying_baby,211527,A,audio,audio_vibration/audio/1-211527-A-20.wav,51.5,45.0,69.5,48.5,rating_percept,percept,69.5
1-21189-A-10.wav,Rain_20,1,10,rain,21189,A,audio,audio_vibration/audio/1-21189-A-10.wav,44.0,25.0,83.0,5.5,rating_percept,percept,83.0
1-21421-A-46.wav,Church_Bells_15,1,46,church_bells,21421,A,audio,audio_vibration/audio/1-21421-A-46.wav,0.0,35.0,2.5,60.0,rating_pitchmatch,pitchmatch,60.0
1-21934-A-38.wav,Clock_Tick_9,1,38,clock_tick,21934,A,audio,audio_vibration/audio/1-21934-A-38.wav,33.5,73.0,48.0,88.5,rating_pitchmatch,pitchmatch,88.5
1-21935-A-38.wav,Clock_Tick_10,1,38,clock_tick,21935,A,audio,audio_vibration/audio/1-21935-A-38.wav,44.5,90.0,92.5,90.0,rating_percept,percept,92.5
1-223162-A-25.wav,Footsteps_10,1,25,footsteps,223162,A,audio,audio_vibration/audio/1-223162-A-25.wav,43.5,16.0,63.5,70.0,rating_pitchmatch,pitchmatch,70.0
1-22694-A-20.wav,Crying_Baby_6,1,20,crying_baby,22694,A,audio,audio_vibration/audio/1-22694-A-20.wav,78.5,78.0,12.5,65.5,rating_freqshift,freqshift,78.5
1-22804-A-46.wav,Church_Bells_2,1,46,church_bells,22804,A,audio,audio_vibration/audio/1-22804-A-46.wav,39.5,22.0,47.5,89.0,rating_pitchmatch,pitchmatch,89.0
1-22882-A-44.wav,Engine_12,1,44,engine,22882,A,audio,audio_vibration/audio/1-22882-A-44.wav,83.0,32.5,11.5,47.5,rating_freqshift,freqshift,83.0
1-23094-A-15.wav,Water_Drops_15,1,15,water_drops,23094,A,audio,audio_vibration/audio/1-23094-A-15.wav,27.0,88.5,15.5,83.0,rating_hapticgen,hapticgen,88.5
1-23094-B-15.wav,Water_Drops_6,1,15,water_drops,23094,B,audio,audio_vibration/audio/1-23094-B-15.wav,0.0,92.0,0.0,55.0,rating_hapticgen,hapticgen,92.0
1-23706-A-49.wav,Hand_Saw_14,1,49,hand_saw,23706,A,audio,audio_vibration/audio/1-23706-A-49.wav,60.0,69.5,28.5,69.5,rating_hapticgen,hapticgen,69.5
1-24074-A-43.wav,Car_Horn_2,1,43,car_horn,24074,A,audio,audio_vibration/audio/1-24074-A-43.wav,81.0,39.5,1.0,1.5,rating_freqshift,freqshift,81.0
1-24076-A-43.wav,Car_Horn_9,1,43,car_horn,24076,A,audio,audio_vibration/audio/1-24076-A-43.wav,85.5,74.5,15.0,20.5,rating_freqshift,freqshift,85.5
1-24524-A-19.wav,Thunderstorm_11,1,19,thunderstorm,24524,A,audio,audio_vibration/audio/1-24524-A-19.wav,78.5,43.0,2.0,70.0,rating_freqshift,freqshift,78.5
1-24524-B-19.wav,Thunderstorm_4,1,19,thunderstorm,24524,B,audio,audio_vibration/audio/1-24524-B-19.wav,65.0,49.0,65.5,58.0,rating_percept,percept,65.5
1-24524-C-19.wav,Thunderstorm_14,1,19,thunderstorm,24524,C,audio,audio_vibration/audio/1-24524-C-19.wav,95.0,51.5,18.0,70.5,rating_freqshift,freqshift,95.0
1-24796-A-47.wav,Airplane_3,1,47,airplane,24796,A,audio,audio_vibration/audio/1-24796-A-47.wav,91.0,1.5,2.0,82.5,rating_freqshift,freqshift,91.0
1-254507-A-43.wav,Car_Horn_11,1,43,car_horn,254507,A,audio,audio_vibration/audio/1-254507-A-43.wav,38.5,89.0,21.5,41.5,rating_hapticgen,hapticgen,89.0
1-25777-A-48.wav,Fireworks_11,1,48,fireworks,25777,A,audio,audio_vibration/audio/1-25777-A-48.wav,27.0,25.0,64.0,48.5,rating_percept,percept,64.0
1-25781-A-48.wav,Fireworks_6,1,48,fireworks,25781,A,audio,audio_vibration/audio/1-25781-A-48.wav,62.0,38.5,5.0,60.0,rating_freqshift,freqshift,62.0
1-260640-B-2.wav,Pig_7,1,2,pig,260640,B,audio,audio_vibration/audio/1-260640-B-2.wav,42.0,76.0,3.5,85.5,rating_pitchmatch,pitchmatch,85.5
1-260640-C-2.wav,Pig_2,1,2,pig,260640,C,audio,audio_vibration/audio/1-260640-C-2.wav,71.0,54.5,39.5,74.0,rating_pitchmatch,pitchmatch,74.0
1-26176-A-43.wav,Car_Horn_16,1,43,car_horn,26176,A,audio,audio_vibration/audio/1-26176-A-43.wav,60.5,52.5,50.0,38.0,rating_freqshift,freqshift,60.5
1-26188-A-30.wav,Door_Wood_Knock_17,1,30,door_wood_knock,26188,A,audio,audio_vibration/audio/1-26188-A-30.wav,33.0,30.0,72.5,87.0,rating_pitchmatch,pitchmatch,87.0
1-26806-A-1.wav,Rooster_10,1,1,rooster,26806,A,audio,audio_vibration/audio/1-26806-A-1.wav,34.0,41.5,45.5,46.5,rating_pitchmatch,pitchmatch,46.5
1-27165-A-35.wav,Washing_Machine_17,1,35,washing_machine,27165,A,audio,audio_vibration/audio/1-27165-A-35.wav,81.0,92.0,70.0,81.5,rating_hapticgen,hapticgen,92.0
1-27166-A-35.wav,Washing_Machine_6,1,35,washing_machine,27166,A,audio,audio_vibration/audio/1-27166-A-35.wav,55.5,44.5,54.5,54.0,rating_freqshift,freqshift,55.5
1-27403-A-28.wav,Snoring_7,1,28,snoring,27403,A,audio,audio_vibration/audio/1-27403-A-28.wav,32.5,41.0,30.5,37.0,rating_hapticgen,hapticgen,41.0
1-28005-A-18.wav,Toilet_Flush_1,1,18,toilet_flush,28005,A,audio,audio_vibration/audio/1-28005-A-18.wav,80.5,55.5,51.5,38.0,rating_freqshift,freqshift,80.5
1-28135-A-11.wav,Sea_Waves_12,1,11,sea_waves,28135,A,audio,audio_vibration/audio/1-28135-A-11.wav,28.5,61.5,33.5,61.0,rating_hapticgen,hapticgen,61.5
1-28135-B-11.wav,Sea_Waves_2,1,11,sea_waves,28135,B,audio,audio_vibration/audio/1-28135-B-11.wav,73.5,29.5,21.0,85.0,rating_pitchmatch,pitchmatch,85.0
1-28808-A-43.wav,Car_Horn_1,1,43,car_horn,28808,A,audio,audio_vibration/audio/1-28808-A-43.wav,65.0,29.0,8.5,55.5,rating_freqshift,freqshift,65.0
1-29532-A-16.wav,Wind_16,1,16,wind,29532,A,audio,audio_vibration/audio/1-29532-A-16.wav,60.0,82.5,44.0,75.5,rating_hapticgen,hapticgen,82.5
1-29561-A-10.wav,Rain_14,1,10,rain,29561,A,audio,audio_vibration/audio/1-29561-A-10.wav,87.0,42.5,46.0,75.5,rating_freqshift,freqshift,87.0
1-29680-A-21.wav,Sneezing_5,1,21,sneezing,29680,A,audio,audio_vibration/audio/1-29680-A-21.wav,42.5,32.0,30.0,66.5,rating_pitchmatch,pitchmatch,66.5
1-30226-A-0.wav,Dog_15,1,0,dog,30226,A,audio,audio_vibration/audio/1-30226-A-0.wav,31.5,52.0,59.5,51.0,rating_percept,percept,59.5
1-30344-A-0.wav,Dog_9,1,0,dog,30344,A,audio,audio_vibration/audio/1-30344-A-0.wav,87.5,53.0,23.0,36.0,rating_freqshift,freqshift,87.5
1-30709-B-23.wav,Breathing_4,1,23,breathing,30709,B,audio,audio_vibration/audio/1-30709-B-23.wav,34.0,35.5,14.0,42.0,rating_pitchmatch,pitchmatch,42.0
1-30709-C-23.wav,Breathing_18,1,23,breathing,30709,C,audio,audio_vibration/audio/1-30709-C-23.wav,65.5,71.5,4.5,58.5,rating_hapticgen,hapticgen,71.5
1-31251-B-6.wav,Hen_20,1,6,hen,31251,B,audio,audio_vibration/audio/1-31251-B-6.wav,80.0,82.0,17.5,69.5,rating_hapticgen,hapticgen,82.0
1-31748-A-21.wav,Sneezing_10,1,21,sneezing,31748,A,audio,audio_vibration/audio/1-31748-A-21.wav,69.0,50.0,59.5,89.5,rating_pitchmatch,pitchmatch,89.5
1-32318-A-0.wav,Dog_19,1,0,dog,32318,A,audio,audio_vibration/audio/1-32318-A-0.wav,34.5,58.0,35.0,95.0,rating_pitchmatch,pitchmatch,95.0
1-32373-B-35.wav,Washing_Machine_5,1,35,washing_machine,32373,B,audio,audio_vibration/audio/1-32373-B-35.wav,32.0,39.5,52.0,10.5,rating_percept,percept,52.0
1-33658-A-26.wav,Laughing_11,1,26,laughing,33658,A,audio,audio_vibration/audio/1-33658-A-26.wav,41.5,8.0,40.0,13.0,rating_freqshift,freqshift,41.5
1-34094-A-5.wav,Cat_13,1,5,cat,34094,A,audio,audio_vibration/audio/1-34094-A-5.wav,69.5,94.0,0.0,6.0,rating_hapticgen,hapticgen,94.0
1-34119-A-1.wav,Rooster_15,1,1,rooster,34119,A,audio,audio_vibration/audio/1-34119-A-1.wav,72.5,81.5,23.0,58.5,rating_hapticgen,hapticgen,81.5
1-34495-A-14.wav,Chirping_Birds_17,1,14,chirping_birds,34495,A,audio,audio_vibration/audio/1-34495-A-14.wav,24.5,62.0,39.5,71.5,rating_pitchmatch,pitchmatch,71.5
1-34853-A-37.wav,Clock_Alarm_10,1,37,clock_alarm,34853,A,audio,audio_vibration/audio/1-34853-A-37.wav,42.5,92.0,91.0,90.0,rating_hapticgen,hapticgen,92.0
1-35687-A-38.wav,Clock_Tick_17,1,38,clock_tick,35687,A,audio,audio_vibration/audio/1-35687-A-38.wav,13.0,27.5,4.5,91.5,rating_pitchmatch,pitchmatch,91.5
1-36164-A-26.wav,Laughing_3,1,26,laughing,36164,A,audio,audio_vibration/audio/1-36164-A-26.wav,49.0,72.0,57.0,51.5,rating_hapticgen,hapticgen,72.0
1-36402-A-23.wav,Breathing_5,1,23,breathing,36402,A,audio,audio_vibration/audio/1-36402-A-23.wav,38.0,41.5,43.5,77.0,rating_pitchmatch,pitchmatch,77.0
1-36929-A-47.wav,Airplane_19,1,47,airplane,36929,A,audio,audio_vibration/audio/1-36929-A-47.wav,81.5,58.0,56.5,57.5,rating_freqshift,freqshift,81.5
1-38559-A-14.wav,Chirping_Birds_9,1,14,chirping_birds,38559,A,audio,audio_vibration/audio/1-38559-A-14.wav,85.5,87.0,5.0,24.0,rating_hapticgen,hapticgen,87.0
1-38560-A-14.wav,Chirping_Birds_1,1,14,chirping_birds,38560,A,audio,audio_vibration/audio/1-38560-A-14.wav,89.0,70.0,12.0,64.5,rating_freqshift,freqshift,89.0
1-39835-A-9.wav,Crow_13,1,9,crow,39835,A,audio,audio_vibration/audio/1-39835-A-9.wav,38.5,46.0,15.0,87.0,rating_pitchmatch,pitchmatch,87.0
1-39835-B-9.wav,Crow_19,1,9,crow,39835,B,audio,audio_vibration/audio/1-39835-B-9.wav,65.0,70.0,0.0,55.0,rating_hapticgen,hapticgen,70.0
1-39901-A-11.wav,Sea_Waves_1,1,11,sea_waves,39901,A,audio,audio_vibration/audio/1-39901-A-11.wav,72.0,71.5,0.0,12.0,rating_freqshift,freqshift,72.0
1-39901-B-11.wav,Sea_Waves_13,1,11,sea_waves,39901,B,audio,audio_vibration/audio/1-39901-B-11.wav,76.5,67.0,42.5,57.5,rating_freqshift,freqshift,76.5
1-39937-A-28.wav,Snoring_12,1,28,snoring,39937,A,audio,audio_vibration/audio/1-39937-A-28.wav,73.0,92.0,13.0,59.5,rating_hapticgen,hapticgen,92.0
1-40730-A-1.wav,Rooster_14,1,1,rooster,40730,A,audio,audio_vibration/audio/1-40730-A-1.wav,47.0,50.0,34.5,60.0,rating_pitchmatch,pitchmatch,60.0
1-40967-A-28.wav,Snoring_8,1,28,snoring,40967,A,audio,audio_vibration/audio/1-40967-A-28.wav,56.0,61.0,25.0,82.5,rating_pitchmatch,pitchmatch,82.5
1-43382-A-1.wav,Rooster_4,1,1,rooster,43382,A,audio,audio_vibration/audio/1-43382-A-1.wav,89.5,64.0,5.0,25.0,rating_freqshift,freqshift,89.5
1-43807-A-47.wav,Airplane_6,1,47,airplane,43807,A,audio,audio_vibration/audio/1-43807-A-47.wav,96.0,20.5,91.0,32.5,rating_freqshift,freqshift,96.0
1-43807-D-47.wav,Airplane_18,1,47,airplane,43807,D,audio,audio_vibration/audio/1-43807-D-47.wav,72.0,63.0,20.0,87.5,rating_pitchmatch,pitchmatch,87.5
1-45641-A-27.wav,Brushing_Teeth_1,1,27,brushing_teeth,45641,A,audio,audio_vibration/audio/1-45641-A-27.wav,42.5,34.5,46.5,44.5,rating_percept,percept,46.5
1-46272-A-12.wav,Crackling_Fire_10,1,12,crackling_fire,46272,A,audio,audio_vibration/audio/1-46272-A-12.wav,15.5,59.0,52.5,92.0,rating_pitchmatch,pitchmatch,92.0
1-46274-A-18.wav,Toilet_Flush_18,1,18,toilet_flush,46274,A,audio,audio_vibration/audio/1-46274-A-18.wav,84.5,22.0,10.5,48.5,rating_freqshift,freqshift,84.5
1-46744-A-36.wav,Vacuum_Cleaner_5,1,36,vacuum_cleaner,46744,A,audio,audio_vibration/audio/1-46744-A-36.wav,82.5,73.0,41.0,33.0,rating_freqshift,freqshift,82.5
1-46938-B-7.wav,Insects_6,1,7,insects,46938,B,audio,audio_vibration/audio/1-46938-B-7.wav,74.5,83.0,16.0,68.5,rating_hapticgen,hapticgen,83.0
1-47250-A-41.wav,Chainsaw_8,1,41,chainsaw,47250,A,audio,audio_vibration/audio/1-47250-A-41.wav,89.5,47.0,83.5,94.0,rating_pitchmatch,pitchmatch,94.0
1-47819-B-5.wav,Cat_5,1,5,cat,47819,B,audio,audio_vibration/audio/1-47819-B-5.wav,33.5,91.5,0.0,34.5,rating_hapticgen,hapticgen,91.5
1-47819-C-5.wav,Cat_3,1,5,cat,47819,C,audio,audio_vibration/audio/1-47819-C-5.wav,35.0,19.0,3.5,38.5,rating_pitchmatch,pitchmatch,38.5
1-47923-A-28.wav,Snoring_20,1,28,snoring,47923,A,audio,audio_vibration/audio/1-47923-A-28.wav,78.0,63.5,16.5,86.0,rating_pitchmatch,pitchmatch,86.0
1-48298-A-46.wav,Church_Bells_20,1,46,church_bells,48298,A,audio,audio_vibration/audio/1-48298-A-46.wav,73.5,78.5,39.0,36.0,rating_hapticgen,hapticgen,78.5
1-49098-A-35.wav,Washing_Machine_8,1,35,washing_machine,49098,A,audio,audio_vibration/audio/1-49098-A-35.wav,73.0,35.0,30.0,95.0,rating_pitchmatch,pitchmatch,95.0
1-49409-A-8.wav,Sheep_7,1,8,sheep,49409,A,audio,audio_vibration/audio/1-49409-A-8.wav,64.5,17.5,21.0,74.0,rating_pitchmatch,pitchmatch,74.0
1-50060-A-10.wav,Rain_13,1,10,rain,50060,A,audio,audio_vibration/audio/1-50060-A-10.wav,84.5,36.0,54.5,50.5,rating_freqshift,freqshift,84.5
1-50455-A-44.wav,Engine_11,1,44,engine,50455,A,audio,audio_vibration/audio/1-50455-A-44.wav,84.5,18.0,45.0,81.0,rating_freqshift,freqshift,84.5
1-50623-A-15.wav,Water_Drops_10,1,15,water_drops,50623,A,audio,audio_vibration/audio/1-50623-A-15.wav,44.0,43.5,45.5,70.5,rating_pitchmatch,pitchmatch,70.5
1-50625-A-17.wav,Pouring_Water_4,1,17,pouring_water,50625,A,audio,audio_vibration/audio/1-50625-A-17.wav,2.5,75.0,0.0,40.0,rating_hapticgen,hapticgen,75.0
1-51035-A-16.wav,Wind_6,1,16,wind,51035,A,audio,audio_vibration/audio/1-51035-A-16.wav,75.0,85.5,63.5,45.0,rating_hapticgen,hapticgen,85.5
1-51170-A-18.wav,Toilet_Flush_4,1,18,toilet_flush,51170,A,audio,audio_vibration/audio/1-51170-A-18.wav,49.0,31.5,29.0,73.0,rating_pitchmatch,pitchmatch,73.0
1-51436-A-17.wav,Pouring_Water_2,1,17,pouring_water,51436,A,audio,audio_vibration/audio/1-51436-A-17.wav,37.5,20.0,47.0,66.5,rating_pitchmatch,pitchmatch,66.5
1-51805-A-33.wav,Door_Wood_Creaks_4,1,33,door_wood_creaks,51805,A,audio,audio_vibration/audio/1-51805-A-33.wav,50.0,53.0,18.0,49.0,rating_hapticgen,hapticgen,53.0
1-51805-D-33.wav,Door_Wood_Creaks_18,1,33,door_wood_creaks,51805,D,audio,audio_vibration/audio/1-51805-D-33.wav,55.5,37.5,33.0,73.5,rating_pitchmatch,pitchmatch,73.5
1-51805-G-33.wav,Door_Wood_Creaks_11,1,33,door_wood_creaks,51805,G,audio,audio_vibration/audio/1-51805-G-33.wav,26.5,48.0,2.0,60.0,rating_pitchmatch,pitchmatch,60.0
1-51805-H-33.wav,Door_Wood_Creaks_19,1,33,door_wood_creaks,51805,H,audio,audio_vibration/audio/1-51805-H-33.wav,72.5,85.0,25.0,47.5,rating_hapticgen,hapticgen,85.0
1-52266-A-24.wav,Coughing_12,1,24,coughing,52266,A,audio,audio_vibration/audio/1-52266-A-24.wav,3.0,32.0,1.5,90.0,rating_pitchmatch,pitchmatch,90.0
1-53444-A-28.wav,Snoring_4,1,28,snoring,53444,A,audio,audio_vibration/audio/1-53444-A-28.wav,32.5,86.0,75.0,68.0,rating_hapticgen,hapticgen,86.0
1-53467-A-47.wav,Airplane_15,1,47,airplane,53467,A,audio,audio_vibration/audio/1-53467-A-47.wav,78.5,66.0,63.5,65.5,rating_freqshift,freqshift,78.5
