filename,fold,target,category,clip_id,take,file_type,vibration_type
2-122104-A-0.wav,2,0,dog,122104,A,audio,
4-164661-B-12.wav,4,12,crackling_fire,164661,B,audio,
4-212604-A-15.wav,4,15,water_drops,212604,A,audio,
1-18631-A-23.wav,1,23,breathing,18631,A,audio,
2-82077-A-7.wav,2,7,insects,82077,A,audio,
3-197408-C-8.wav,3,8,sheep,197408,C,audio,
3-136608-A-16.wav,3,16,wind,136608,A,audio,
3-120526-A-37.wav,3,37,clock_alarm,120526,A,audio,
2-87780-A-33.wav,2,33,door_wood_creaks,87780,A,audio,
5-201274-A-21.wav,5,21,sneezing,201274,A,audio,
2-72547-C-14.wav,2,14,chirping_birds,72547,C,audio,
3-94343-A-25.wav,3,25,footsteps,94343,A,audio,
2-158746-C-2.wav,2,2,pig,158746,C,audio,
4-180337-A-28.wav,4,28,snoring,180337,A,audio,
5-263491-A-25.wav,5,25,footsteps,263491,A,audio,
5-200461-A-11.wav,5,11,sea_waves,200461,A,audio,
2-109231-B-9.wav,2,9,crow,109231,B,audio,
3-97909-A-49.wav,3,49,hand_saw,97909,A,audio,
3-152007-E-20.wav,3,20,crying_baby,152007,E,audio,
1-137-A-32.wav,1,32,keyboard_typing,137,A,audio,
5-244327-A-34.wav,5,34,can_opening,244327,A,audio,
3-115387-C-47.wav,3,47,airplane,115387,C,audio,
1-51805-A-33.wav,1,33,door_wood_creaks,51805,A,audio,
3-118657-B-41.wav,3,41,chainsaw,118657,B,audio,
4-261068-A-30.wav,4,30,door_wood_knock,261068,A,audio,
1-17367-A-10.wav,1,10,rain,17367,A,audio,
4-167642-A-21.wav,4,21,sneezing,167642,A,audio,
4-255371-A-47.wav,4,47,airplane,255371,A,audio,
4-165791-B-45.wav,4,45,train,165791,B,audio,
5-187201-B-4.wav,5,4,frog,187201,B,audio,
5-207836-D-29.wav,5,29,drinking_sipping,207836,D,audio,
2-69131-A-5.wav,2,5,cat,69131,A,audio,
3-101381-B-33.wav,3,33,door_wood_creaks,101381,B,audio,
2-79769-A-26.wav,2,26,laughing,79769,A,audio,
1-61221-A-17.wav,1,17,pouring_water,61221,A,audio,
3-166125-B-23.wav,3,23,breathing,166125,B,audio,
1-43807-A-47.wav,1,47,airplane,43807,A,audio,
2-134049-A-6.wav,2,6,hen,134049,A,audio,
1-53501-A-32.wav,1,32,keyboard_typing,53501,A,audio,
1-28808-A-43.wav,1,43,car_horn,28808,A,audio,
1-94036-A-22.wav,1,22,clapping,94036,A,audio,
2-99955-C-7.wav,2,7,insects,99955,C,audio,
1-64473-A-45.wav,1,45,train,64473,A,audio,
4-232495-A-6.wav,4,6,hen,232495,A,audio,
4-181707-A-32.wav,4,32,keyboard_typing,181707,A,audio,
3-127890-C-9.wav,3,9,crow,127890,C,audio,
4-156993-A-19.wav,4,19,thunderstorm,156993,A,audio,
2-50665-A-20.wav,2,20,crying_baby,50665,A,audio,
2-209472-A-25.wav,2,25,footsteps,209472,A,audio,
3-154758-A-44.wav,3,44,engine,154758,A,audio,
1-23094-B-15.wav,1,15,water_drops,23094,B,audio,
4-102844-A-49.wav,4,49,hand_saw,102844,A,audio,
3-166546-B-34.wav,3,34,can_opening,166546,B,audio,
1-61534-A-27.wav,1,27,brushing_teeth,61534,A,audio,
1-46744-A-36.wav,1,36,vacuum_cleaner,46744,A,audio,
1-24074-A-43.wav,1,43,car_horn,24074,A,audio,
5-197118-A-45.wav,5,45,train,197118,A,audio,
4-160036-B-33.wav,4,33,door_wood_creaks,160036,B,audio,
2-28314-A-12.wav,2,12,crackling_fire,28314,A,audio,
1-18074-A-6.wav,1,6,hen,18074,A,audio,
4-204777-C-39.wav,4,39,glass_breaking,204777,C,audio,
4-204830-A-6.wav,4,6,hen,204830,A,audio,
3-167096-A-31.wav,3,31,mouse_click,167096,A,audio,
4-149294-B-41.wav,4,41,chainsaw,149294,B,audio,
5-263501-A-25.wav,5,25,footsteps,263501,A,audio,
1-46938-B-7.wav,1,7,insects,46938,B,audio,
3-253084-B-2.wav,3,2,pig,253084,B,audio,
2-85292-A-24.wav,2,24,coughing,85292,A,audio,
1-19026-A-43.wav,1,43,car_horn,19026,A,audio,
4-136381-A-9.wav,4,9,crow,136381,A,audio,
1-51035-A-16.wav,1,16,wind,51035,A,audio,
5-198411-B-20.wav,5,20,crying_baby,198411,B,audio,
5-51149-A-25.wav,5,25,footsteps,51149,A,audio,
5-245040-A-35.wav,5,35,washing_machine,245040,A,audio,
2-141682-B-36.wav,2,36,vacuum_cleaner,141682,B,audio,
2-102435-A-37.wav,2,37,clock_alarm,102435,A,audio,
2-135728-A-38.wav,2,38,clock_tick,135728,A,audio,
1-7974-B-49.wav,1,49,hand_saw,7974,B,audio,
3-62878-B-42.wav,3,42,siren,62878,B,audio,
3-142604-A-24.wav,3,24,coughing,142604,A,audio,
4-213193-A-29.wav,4,29,drinking_sipping,213193,A,audio,
4-181865-A-38.wav,4,38,clock_tick,181865,A,audio,
4-130891-A-7.wav,4,7,insects,130891,A,audio,
2-123896-A-24.wav,2,24,coughing,123896,A,audio,
3-134802-A-13.wav,3,13,crickets,134802,A,audio,
5-171653-A-41.wav,5,41,chainsaw,171653,A,audio,
4-205738-A-22.wav,4,22,clapping,205738,A,audio,
2-120333-A-32.wav,2,32,keyboard_typing,120333,A,audio,
1-61261-A-44.wav,1,44,engine,61261,A,audio,
3-203371-A-39.wav,3,39,glass_breaking,203371,A,audio,
1-7973-A-7.wav,1,7,insects,7973,A,audio,
4-218199-A-35.wav,4,35,washing_machine,218199,A,audio,
5-193473-A-12.wav,5,12,crackling_fire,193473,A,audio,
3-181132-A-14.wav,3,14,chirping_birds,181132,A,audio,
1-101404-A-34.wav,1,34,can_opening,101404,A,audio,
4-182039-A-30.wav,4,30,door_wood_knock,182039,A,audio,
3-151089-A-30.wav,3,30,door_wood_knock,151089,A,audio,
3-164595-A-15.wav,3,15,water_drops,164595,A,audio,
4-181628-A-17.wav,4,17,pouring_water,181628,A,audio,
5-216214-A-13.wav,5,13,crickets,216214,A,audio,
1-75189-A-7.wav,1,7,insects,75189,A,audio,
4-183992-A-0.wav,4,0,dog,183992,A,audio,
1-32373-B-35.wav,1,35,washing_machine,32373,B,audio,
2-54961-A-23.wav,2,23,breathing,54961,A,audio,
4-164064-B-1.wav,4,1,rooster,164064,B,audio,
4-188703-B-8.wav,4,8,sheep,188703,B,audio,
4-181286-A-10.wav,4,10,rain,181286,A,audio,
1-22694-A-20.wav,1,20,crying_baby,22694,A,audio,
2-152895-A-31.wav,2,31,mouse_click,152895,A,audio,
5-210540-A-13.wav,5,13,crickets,210540,A,audio,
3-134049-A-1.wav,3,1,rooster,134049,A,audio,
1-24524-B-19.wav,1,19,thunderstorm,24524,B,audio,
3-103401-D-33.wav,3,33,door_wood_creaks,103401,D,audio,
1-97392-A-0.wav,1,0,dog,97392,A,audio,
5-204741-A-46.wav,5,46,church_bells,204741,A,audio,
3-155659-A-34.wav,3,34,can_opening,155659,A,audio,
4-161519-A-19.wav,4,19,thunderstorm,161519,A,audio,
5-251957-A-47.wav,5,47,airplane,251957,A,audio,
4-99644-C-4.wav,4,4,frog,99644,C,audio,
5-248341-C-6.wav,5,6,hen,248341,C,audio,
3-155568-A-32.wav,3,32,keyboard_typing,155568,A,audio,
1-43382-A-1.wav,1,1,rooster,43382,A,audio,
5-195517-A-7.wav,5,7,insects,195517,A,audio,
3-259622-A-44.wav,3,44,engine,259622,A,audio,
4-125825-B-46.wav,4,46,church_bells,125825,B,audio,
5-257642-A-39.wav,5,39,glass_breaking,257642,A,audio,
2-125520-A-43.wav,2,43,car_horn,125520,A,audio,
3-138114-A-22.wav,3,22,clapping,138114,A,audio,
1-15689-B-4.wav,1,4,frog,15689,B,audio,
5-237795-A-34.wav,5,34,can_opening,237795,A,audio,
1-53663-A-24.wav,1,24,coughing,53663,A,audio,
1-5996-A-6.wav,1,6,hen,5996,A,audio,
1-155858-A-25.wav,1,25,footsteps,155858,A,audio,
2-77347-A-46.wav,2,46,church_bells,77347,A,audio,
1-68734-A-34.wav,1,34,can_opening,68734,A,audio,
5-103418-A-2.wav,5,2,pig,103418,A,audio,
5-200329-C-8.wav,5,8,sheep,200329,C,audio,
3-144120-A-32.wav,3,32,keyboard_typing,144120,A,audio,
5-220939-A-27.wav,5,27,brushing_teeth,220939,A,audio,
4-80761-A-42.wav,4,42,siren,80761,A,audio,
2-95258-A-1.wav,2,1,rooster,95258,A,audio,
4-204115-A-39.wav,4,39,glass_breaking,204115,A,audio,
3-94344-A-25.wav,3,25,footsteps,94344,A,audio,
5-263831-B-6.wav,5,6,hen,263831,B,audio,
2-52085-B-4.wav,2,4,frog,52085,B,audio,
3-180256-A-0.wav,3,0,dog,180256,A,audio,
3-112557-A-23.wav,3,23,breathing,112557,A,audio,
5-212050-A-27.wav,5,27,brushing_teeth,212050,A,audio,
2-102414-C-17.wav,2,17,pouring_water,102414,C,audio,
5-233160-A-1.wav,5,1,rooster,233160,A,audio,
1-260640-B-2.wav,1,2,pig,260640,B,audio,
5-200334-A-1.wav,5,1,rooster,200334,A,audio,
2-72268-A-6.wav,2,6,hen,72268,A,audio,
3-108677-A-18.wav,3,18,toilet_flush,108677,A,audio,
1-47819-B-5.wav,1,5,cat,47819,B,audio,
2-100786-A-1.wav,2,1,rooster,100786,A,audio,
5-213802-A-12.wav,5,12,crackling_fire,213802,A,audio,
3-87936-B-46.wav,3,46,church_bells,87936,B,audio,
4-195707-A-13.wav,4,13,crickets,195707,A,audio,
2-141563-A-39.wav,2,39,glass_breaking,141563,A,audio,
5-216131-A-32.wav,5,32,keyboard_typing,216131,A,audio,
4-198360-C-49.wav,4,49,hand_saw,198360,C,audio,
2-70938-A-42.wav,2,42,siren,70938,A,audio,
2-160888-A-47.wav,2,47,airplane,160888,A,audio,
4-194808-A-29.wav,4,29,drinking_sipping,194808,A,audio,
2-70939-A-42.wav,2,42,siren,70939,A,audio,
5-242492-A-3.wav,5,3,cow,242492,A,audio,
3-145387-A-29.wav,3,29,drinking_sipping,145387,A,audio,
3-152007-A-20.wav,3,20,crying_baby,152007,A,audio,
1-172649-F-40.wav,1,40,helicopter,172649,F,audio,
1-96950-A-9.wav,1,9,crow,96950,A,audio,
4-155650-B-24.wav,4,24,coughing,155650,B,audio,
4-161303-A-5.wav,4,5,cat,161303,A,audio,
5-209698-A-38.wav,5,38,clock_tick,209698,A,audio,
4-167077-B-20.wav,4,20,crying_baby,167077,B,audio,
3-83527-A-4.wav,3,4,frog,83527,A,audio,
4-184575-A-0.wav,4,0,dog,184575,A,audio,
5-259169-A-5.wav,5,5,cat,259169,A,audio,
3-146873-A-24.wav,3,24,coughing,146873,A,audio,
4-144083-B-16.wav,4,16,wind,144083,B,audio,
4-182034-A-30.wav,4,30,door_wood_knock,182034,A,audio,
4-119648-A-48.wav,4,48,fireworks,119648,A,audio,
2-104952-B-16.wav,2,16,wind,104952,B,audio,
4-204618-A-11.wav,4,11,sea_waves,204618,A,audio,
2-108767-C-9.wav,2,9,crow,108767,C,audio,
2-106486-A-44.wav,2,44,engine,106486,A,audio,
5-231762-A-0.wav,5,0,dog,231762,A,audio,
3-154957-A-1.wav,3,1,rooster,154957,A,audio,
3-157149-A-10.wav,3,10,rain,157149,A,audio,
1-63871-A-10.wav,1,10,rain,63871,A,audio,
5-182010-A-36.wav,5,36,vacuum_cleaner,182010,A,audio,
2-94807-A-29.wav,2,29,drinking_sipping,94807,A,audio,
5-222041-A-9.wav,5,9,crow,222041,A,audio,
4-170247-A-12.wav,4,12,crackling_fire,170247,A,audio,
5-195557-A-19.wav,5,19,thunderstorm,195557,A,audio,
3-108791-A-18.wav,3,18,toilet_flush,108791,A,audio,
2-66637-B-20.wav,2,20,crying_baby,66637,B,audio,
5-208810-A-11.wav,5,11,sea_waves,208810,A,audio,
4-149940-A-5.wav,4,5,cat,149940,A,audio,
4-205526-B-23.wav,4,23,breathing,205526,B,audio,
2-68595-B-15.wav,2,15,water_drops,68595,B,audio,
4-181563-A-12.wav,4,12,crackling_fire,181563,A,audio,
5-250026-A-30.wav,5,30,door_wood_knock,250026,A,audio,
1-49409-A-8.wav,1,8,sheep,49409,A,audio,
1-115521-A-19.wav,1,19,thunderstorm,115521,A,audio,
1-27166-A-35.wav,1,35,washing_machine,27166,A,audio,
2-78562-B-37.wav,2,37,clock_alarm,78562,B,audio,
1-58277-A-3.wav,1,3,cow,58277,A,audio,
3-153444-A-32.wav,3,32,keyboard_typing,153444,A,audio,
5-219342-A-38.wav,5,38,clock_tick,219342,A,audio,
2-158746-D-2.wav,2,2,pig,158746,D,audio,
5-199284-B-45.wav,5,45,train,199284,B,audio,
4-166661-A-10.wav,4,10,rain,166661,A,audio,
5-207811-B-35.wav,5,35,washing_machine,207811,B,audio,
2-78799-A-47.wav,2,47,airplane,78799,A,audio,
2-43806-A-42.wav,2,42,siren,43806,A,audio,
3-182023-A-30.wav,3,30,door_wood_knock,182023,A,audio,
3-153057-A-43.wav,3,43,car_horn,153057,A,audio,
3-146965-A-5.wav,3,5,cat,146965,A,audio,
3-134699-A-16.wav,3,16,wind,134699,A,audio,
2-54086-A-43.wav,2,43,car_horn,54086,A,audio,
2-122820-B-36.wav,2,36,vacuum_cleaner,122820,B,audio,
4-210309-A-31.wav,4,31,mouse_click,210309,A,audio,
5-185579-A-41.wav,5,41,chainsaw,185579,A,audio,
4-132839-A-33.wav,4,33,door_wood_creaks,132839,A,audio,
3-155556-A-31.wav,3,31,mouse_click,155556,A,audio,
4-204121-A-39.wav,4,39,glass_breaking,204121,A,audio,
2-56926-A-46.wav,2,46,church_bells,56926,A,audio,
5-160614-H-48.wav,5,48,fireworks,160614,H,audio,
1-80841-A-13.wav,1,13,crickets,80841,A,audio,
2-117330-A-28.wav,2,28,snoring,117330,A,audio,
1-46272-A-12.wav,1,12,crackling_fire,46272,A,audio,
5-238926-A-31.wav,5,31,mouse_click,238926,A,audio,
4-175025-A-34.wav,4,34,can_opening,175025,A,audio,
1-118206-A-31.wav,1,31,mouse_click,118206,A,audio,
5-197121-A-45.wav,5,45,train,197121,A,audio,
5-219044-A-46.wav,5,46,church_bells,219044,A,audio,
1-19898-B-41.wav,1,41,chainsaw,19898,B,audio,
2-70344-A-33.wav,2,33,door_wood_creaks,70344,A,audio,
5-221567-A-22.wav,5,22,clapping,221567,A,audio,
4-99644-A-4.wav,4,4,frog,99644,A,audio,
2-70052-B-42.wav,2,42,siren,70052,B,audio,
3-243726-A-43.wav,3,43,car_horn,243726,A,audio,
1-36164-A-26.wav,1,26,laughing,36164,A,audio,
5-177957-B-40.wav,5,40,helicopter,177957,B,audio,
5-156999-A-19.wav,5,19,thunderstorm,156999,A,audio,
3-152997-A-26.wav,3,26,laughing,152997,A,audio,
5-257349-A-15.wav,5,15,water_drops,257349,A,audio,
3-132340-A-37.wav,3,37,clock_alarm,132340,A,audio,
5-251963-A-47.wav,5,47,airplane,251963,A,audio,
1-27403-A-28.wav,1,28,snoring,27403,A,audio,
3-154926-A-40.wav,3,40,helicopter,154926,A,audio,
3-158056-B-31.wav,3,31,mouse_click,158056,B,audio,
5-251962-A-47.wav,5,47,airplane,251962,A,audio,
3-93010-A-18.wav,3,18,toilet_flush,93010,A,audio,
1-49098-A-35.wav,1,35,washing_machine,49098,A,audio,
2-103426-A-3.wav,2,3,cow,103426,A,audio,
2-155801-A-11.wav,2,11,sea_waves,155801,A,audio,
1-56233-A-9.wav,1,9,crow,56233,A,audio,
4-251645-A-49.wav,4,49,hand_saw,251645,A,audio,
4-187504-A-17.wav,4,17,pouring_water,187504,A,audio,
4-218199-G-35.wav,4,35,washing_machine,218199,G,audio,
5-223099-B-32.wav,5,32,keyboard_typing,223099,B,audio,
3-134699-C-16.wav,3,16,wind,134699,C,audio,
1-50623-A-15.wav,1,15,water_drops,50623,A,audio,
2-69131-B-5.wav,2,5,cat,69131,B,audio,
1-25781-A-48.wav,1,48,fireworks,25781,A,audio,
5-187201-A-4.wav,5,4,frog,187201,A,audio,
5-243459-B-14.wav,5,14,chirping_birds,243459,B,audio,
3-159347-B-36.wav,3,36,vacuum_cleaner,159347,B,audio,
5-202898-A-10.wav,5,10,rain,202898,A,audio,
4-250864-A-8.wav,4,8,sheep,250864,A,audio,
4-59579-B-20.wav,4,20,crying_baby,59579,B,audio,
5-191131-A-40.wav,5,40,helicopter,191131,A,audio,
1-223162-A-25.wav,1,25,footsteps,223162,A,audio,
3-146964-A-5.wav,3,5,cat,146964,A,audio,
1-119125-A-45.wav,1,45,train,119125,A,audio,
3-103598-A-25.wav,3,25,footsteps,103598,A,audio,
1-20133-A-39.wav,1,39,glass_breaking,20133,A,audio,
3-182710-A-35.wav,3,35,washing_machine,182710,A,audio,
4-175000-C-40.wav,4,40,helicopter,175000,C,audio,
2-89516-A-37.wav,2,37,clock_alarm,89516,A,audio,
5-220955-A-40.wav,5,40,helicopter,220955,A,audio,
2-144137-A-43.wav,2,43,car_horn,144137,A,audio,
4-194246-A-13.wav,4,13,crickets,194246,A,audio,
1-75162-A-9.wav,1,9,crow,75162,A,audio,
1-100038-A-14.wav,1,14,chirping_birds,100038,A,audio,
1-103995-A-30.wav,1,30,door_wood_knock,103995,A,audio,
1-40967-A-28.wav,1,28,snoring,40967,A,audio,
5-61635-A-8.wav,5,8,sheep,61635,A,audio,
3-150363-A-38.wav,3,38,clock_tick,150363,A,audio,
5-243450-A-14.wav,5,14,chirping_birds,243450,A,audio,
1-26806-A-1.wav,1,1,rooster,26806,A,audio,
2-70280-A-18.wav,2,18,toilet_flush,70280,A,audio,
1-47250-A-41.wav,1,41,chainsaw,47250,A,audio,
4-107117-A-33.wav,4,33,door_wood_creaks,107117,A,audio,
5-202220-A-21.wav,5,21,sneezing,202220,A,audio,
4-141365-A-18.wav,4,18,toilet_flush,141365,A,audio,
1-196660-B-8.wav,1,8,sheep,196660,B,audio,
1-13572-A-46.wav,1,46,church_bells,13572,A,audio,
4-208021-A-1.wav,4,1,rooster,208021,A,audio,
2-37806-B-40.wav,2,40,helicopter,37806,B,audio,
5-253085-A-3.wav,5,3,cow,253085,A,audio,
2-96904-A-27.wav,2,27,brushing_teeth,96904,A,audio,
2-50667-B-41.wav,2,41,chainsaw,50667,B,audio,
2-112213-B-39.wav,2,39,glass_breaking,112213,B,audio,
5-244178-A-32.wav,5,32,keyboard_typing,244178,A,audio,
1-110537-A-22.wav,1,22,clapping,110537,A,audio,
5-214362-A-17.wav,5,17,pouring_water,214362,A,audio,
5-208030-A-0.wav,5,0,dog,208030,A,audio,
5-217186-C-16.wav,5,16,wind,217186,C,audio,
2-25292-A-22.wav,2,22,clapping,25292,A,audio,
4-191297-A-28.wav,4,28,snoring,191297,A,audio,
3-151206-A-23.wav,3,23,breathing,151206,A,audio,
2-25293-A-22.wav,2,22,clapping,25293,A,audio,
5-177614-A-5.wav,5,5,cat,177614,A,audio,
5-213293-A-23.wav,5,23,breathing,213293,A,audio,
2-104476-A-37.wav,2,37,clock_alarm,104476,A,audio,
5-188365-A-36.wav,5,36,vacuum_cleaner,188365,A,audio,
4-155670-A-26.wav,4,26,laughing,155670,A,audio,
4-250869-C-2.wav,4,2,pig,250869,C,audio,
3-197435-B-22.wav,3,22,clapping,197435,B,audio,
1-17585-A-7.wav,1,7,insects,17585,A,audio,
3-58772-A-42.wav,3,42,siren,58772,A,audio,
2-106015-B-44.wav,2,44,engine,106015,B,audio,
3-161500-A-17.wav,3,17,pouring_water,161500,A,audio,
5-207836-B-29.wav,5,29,drinking_sipping,207836,B,audio,
2-99795-A-32.wav,2,32,keyboard_typing,99795,A,audio,
2-95035-A-1.wav,2,1,rooster,95035,A,audio,
1-29680-A-21.wav,1,21,sneezing,29680,A,audio,
2-158746-B-2.wav,2,2,pig,158746,B,audio,
3-171281-A-6.wav,3,6,hen,171281,A,audio,
4-159609-A-14.wav,4,14,chirping_birds,159609,A,audio,
5-216370-B-41.wav,5,41,chainsaw,216370,B,audio,
3-197408-B-8.wav,3,8,sheep,197408,B,audio,
5-240671-A-44.wav,5,44,engine,240671,A,audio,
5-213855-A-0.wav,5,0,dog,213855,A,audio,
3-185456-A-29.wav,3,29,drinking_sipping,185456,A,audio,
1-81851-A-31.wav,1,31,mouse_click,81851,A,audio,
2-205966-A-16.wav,2,16,wind,205966,A,audio,
3-119120-D-48.wav,3,48,fireworks,119120,D,audio,
5-182404-A-18.wav,5,18,toilet_flush,182404,A,audio,
5-182007-A-36.wav,5,36,vacuum_cleaner,182007,A,audio,
4-179984-A-38.wav,4,38,clock_tick,179984,A,audio,
5-235893-A-28.wav,5,28,snoring,235893,A,audio,
