filename,fold,target,category,clip_id,take,vibration_type,file_type,file_path
4-182368-A-12-vib-percept.wav,4,12,crackling_fire,182368,A,percept,vibration,audio_vibration/vibration/4-182368-A-12-vib-percept.wav
1-91359-A-11-vib-pitchmatch.wav,1,11,sea_waves,91359,A,pitchmatch,vibration,audio_vibration/vibration/1-91359-A-11-vib-pitchmatch.wav
1-40967-A-28-vib-hapticgen.wav,1,28,snoring,40967,A,hapticgen,vibration,audio_vibration/vibration/1-40967-A-28-vib-hapticgen.wav
1-181071-B-40-vib-pitchmatch.wav,1,40,helicopter,181071,B,pitchmatch,vibration,audio_vibration/vibration/1-181071-B-40-vib-pitchmatch.wav
3-144827-B-11-vib-hapticgen.wav,3,11,sea_waves,144827,B,hapticgen,vibration,audio_vibration/vibration/3-144827-B-11-vib-hapticgen.wav
1-75162-A-9-vib-pitchmatch.wav,1,9,crow,75162,A,pitchmatch,vibration,audio_vibration/vibration/1-75162-A-9-vib-pitchmatch.wav
1-59102-A-13-vib-freqshift.wav,1,13,crickets,59102,A,freqshift,vibration,audio_vibration/vibration/1-59102-A-13-vib-freqshift.wav
1-53663-A-24-vib-freqshift.wav,1,24,coughing,53663,A,freqshift,vibration,audio_vibration/vibration/1-53663-A-24-vib-freqshift.wav
5-205589-A-17-vib-percept.wav,5,17,pouring_water,205589,A,percept,vibration,audio_vibration/vibration/5-205589-A-17-vib-percept.wav
5-187201-A-4-vib-pitchmatch.wav,5,4,frog,187201,A,pitchmatch,vibration,audio_vibration/vibration/5-187201-A-4-vib-pitchmatch.wav
1-51805-A-33-vib-hapticgen.wav,1,33,door_wood_creaks,51805,A,hapticgen,vibration,audio_vibration/vibration/1-51805-A-33-vib-hapticgen.wav
3-145577-A-43-vib-percept.wav,3,43,car_horn,145577,A,percept,vibration,audio_vibration/vibration/3-145577-A-43-vib-percept.wav
5-182010-A-36-vib-freqshift.wav,5,36,vacuum_cleaner,182010,A,freqshift,vibration,audio_vibration/vibration/5-182010-A-36-vib-freqshift.wav
3-155570-A-32-vib-pitchmatch.wav,3,32,keyboard_typing,155570,A,pitchmatch,vibration,audio_vibration/vibration/3-155570-A-32-vib-pitchmatch.wav
2-78651-A-44-vib-freqshift.wav,2,44,engine,78651,A,freqshift,vibration,audio_vibration/vibration/2-78651-A-44-vib-freqshift.wav
1-77160-A-3-vib-freqshift.wav,1,3,cow,77160,A,freqshift,vibration,audio_vibration/vibration/1-77160-A-3-vib-freqshift.wav
1-46744-A-36-vib-freqshift.wav,1,36,vacuum_cleaner,46744,A,freqshift,vibration,audio_vibration/vibration/1-46744-A-36-vib-freqshift.wav
4-123680-A-18-vib-hapticgen.wav,4,18,toilet_flush,123680,A,hapticgen,vibration,audio_vibration/vibration/4-123680-A-18-vib-hapticgen.wav
3-155556-A-31-vib-pitchmatch.wav,3,31,mouse_click,155556,A,pitchmatch,vibration,audio_vibration/vibration/3-155556-A-31-vib-pitchmatch.wav
1-137296-A-16-vib-hapticgen.wav,1,16,wind,137296,A,hapticgen,vibration,audio_vibration/vibration/1-137296-A-16-vib-hapticgen.wav
1-84704-A-39-vib-percept.wav,1,39,glass_breaking,84704,A,percept,vibration,audio_vibration/vibration/1-84704-A-39-vib-percept.wav
2-132157-A-11-vib-percept.wav,2,11,sea_waves,132157,A,percept,vibration,audio_vibration/vibration/2-132157-A-11-vib-percept.wav
1-36929-A-47-vib-hapticgen.wav,1,47,airplane,36929,A,hapticgen,vibration,audio_vibration/vibration/1-36929-A-47-vib-hapticgen.wav
4-169127-A-41-vib-pitchmatch.wav,4,41,chainsaw,169127,A,pitchmatch,vibration,audio_vibration/vibration/4-169127-A-41-vib-pitchmatch.wav
5-234923-A-32-vib-freqshift.wav,5,32,keyboard_typing,234923,A,freqshift,vibration,audio_vibration/vibration/5-234923-A-32-vib-freqshift.wav
3-119120-C-48-vib-hapticgen.wav,3,48,fireworks,119120,C,hapticgen,vibration,audio_vibration/vibration/3-119120-C-48-vib-hapticgen.wav
5-257839-A-14-vib-pitchmatch.wav,5,14,chirping_birds,257839,A,pitchmatch,vibration,audio_vibration/vibration/5-257839-A-14-vib-pitchmatch.wav
3-108677-A-18-vib-percept.wav,3,18,toilet_flush,108677,A,percept,vibration,audio_vibration/vibration/3-108677-A-18-vib-percept.wav
3-146697-A-43-vib-pitchmatch.wav,3,43,car_horn,146697,A,pitchmatch,vibration,audio_vibration/vibration/3-146697-A-43-vib-pitchmatch.wav
4-183992-A-0-vib-pitchmatch.wav,4,0,dog,183992,A,pitchmatch,vibration,audio_vibration/vibration/4-183992-A-0-vib-pitchmatch.wav
3-94343-A-25-vib-pitchmatch.wav,3,25,footsteps,94343,A,pitchmatch,vibration,audio_vibration/vibration/3-94343-A-25-vib-pitchmatch.wav
4-204123-A-39-vib-percept.wav,4,39,glass_breaking,204123,A,percept,vibration,audio_vibration/vibration/4-204123-A-39-vib-percept.wav
3-152912-A-26-vib-pitchmatch.wav,3,26,laughing,152912,A,pitchmatch,vibration,audio_vibration/vibration/3-152912-A-26-vib-pitchmatch.wav
2-139749-A-15-vib-freqshift.wav,2,15,water_drops,139749,A,freqshift,vibration,audio_vibration/vibration/2-139749-A-15-vib-freqshift.wav
3-135469-A-35-vib-pitchmatch.wav,3,35,washing_machine,135469,A,pitchmatch,vibration,audio_vibration/vibration/3-135469-A-35-vib-pitchmatch.wav
4-209698-A-37-vib-pitchmatch.wav,4,37,clock_alarm,209698,A,pitchmatch,vibration,audio_vibration/vibration/4-209698-A-37-vib-pitchmatch.wav
2-123896-A-24-vib-freqshift.wav,2,24,coughing,123896,A,freqshift,vibration,audio_vibration/vibration/2-123896-A-24-vib-freqshift.wav
