filename,soundname,fold,target,category,clip_id,take,vibration_type,file_type,file_path
3-149042-A-24-vib-hapticgen.wav,Coughing_1,3,24,coughing,149042,A,hapticgen,vibration,audio_vibration/vibration/3-149042-A-24-vib-hapticgen.wav
1-96890-A-37-vib-freqshift.wav,Clock_Alarm_2,1,37,clock_alarm,96890,A,freqshift,vibration,audio_vibration/vibration/1-96890-A-37-vib-freqshift.wav
1-38560-A-14-vib-pitchmatch.wav,Chirping_Birds_1,1,14,chirping_birds,38560,A,pitchmatch,vibration,audio_vibration/vibration/1-38560-A-14-vib-pitchmatch.wav
5-242932-B-26-vib-pitchmatch.wav,Laughing_1,5,26,laughing,242932,B,pitchmatch,vibration,audio_vibration/vibration/5-242932-B-26-vib-pitchmatch.wav
1-88409-A-45-vib-hapticgen.wav,Train_1,1,45,train,88409,A,hapticgen,vibration,audio_vibration/vibration/1-88409-A-45-vib-hapticgen.wav
4-107120-A-33-vib-hapticgen.wav,Door_Wood_Creaks_1,4,33,door_wood_creaks,107120,A,hapticgen,vibration,audio_vibration/vibration/4-107120-A-33-vib-hapticgen.wav
2-83536-A-27-vib-pitchmatch.wav,Brushing_Teeth_1,2,27,brushing_teeth,83536,A,pitchmatch,vibration,audio_vibration/vibration/2-83536-A-27-vib-pitchmatch.wav
4-205526-B-23-vib-percept.wav,Breathing_3,4,23,breathing,205526,B,percept,vibration,audio_vibration/vibration/4-205526-B-23-vib-percept.wav
3-93010-A-18-vib-hapticgen.wav,Toilet_Flush_1,3,18,toilet_flush,93010,A,hapticgen,vibration,audio_vibration/vibration/3-93010-A-18-vib-hapticgen.wav
1-24524-B-19-vib-percept.wav,Thunderstorm_1,1,19,thunderstorm,24524,B,percept,vibration,audio_vibration/vibration/1-24524-B-19-vib-percept.wav
1-84393-A-32-vib-pitchmatch.wav,Keyboard_Typing_1,1,32,keyboard_typing,84393,A,pitchmatch,vibration,audio_vibration/vibration/1-84393-A-32-vib-pitchmatch.wav
1-172649-A-40-vib-pitchmatch.wav,Helicopter_1,1,40,helicopter,172649,A,pitchmatch,vibration,audio_vibration/vibration/1-172649-A-40-vib-pitchmatch.wav
5-178997-A-24-vib-percept.wav,Coughing_2,5,24,coughing,178997,A,percept,vibration,audio_vibration/vibration/5-178997-A-24-vib-percept.wav
1-51805-D-33-vib-hapticgen.wav,Door_Wood_Creaks_2,1,33,door_wood_creaks,51805,D,hapticgen,vibration,audio_vibration/vibration/1-51805-D-33-vib-hapticgen.wav
1-84536-A-39-vib-freqshift.wav,Glass_Breaking_1,1,39,glass_breaking,84536,A,freqshift,vibration,audio_vibration/vibration/1-84536-A-39-vib-freqshift.wav
3-134049-A-1-vib-pitchmatch.wav,Rooster_1,3,1,rooster,134049,A,pitchmatch,vibration,audio_vibration/vibration/3-134049-A-1-vib-pitchmatch.wav
3-149042-A-24-vib-percept.wav,Coughing_3,3,24,coughing,149042,A,percept,vibration,audio_vibration/vibration/3-149042-A-24-vib-percept.wav
3-140774-A-10-vib-pitchmatch.wav,Rain_1,3,10,rain,140774,A,pitchmatch,vibration,audio_vibration/vibration/3-140774-A-10-vib-pitchmatch.wav
3-157149-A-10-vib-freqshift.wav,Rain_2,3,10,rain,157149,A,freqshift,vibration,audio_vibration/vibration/3-157149-A-10-vib-freqshift.wav
3-119120-A-48-vib-pitchmatch.wav,Fireworks_1,3,48,fireworks,119120,A,pitchmatch,vibration,audio_vibration/vibration/3-119120-A-48-vib-pitchmatch.wav
2-182508-A-8-vib-percept.wav,Sheep_2,2,8,sheep,182508,A,percept,vibration,audio_vibration/vibration/2-182508-A-8-vib-percept.wav
2-112213-A-39-vib-hapticgen.wav,Glass_Breaking_2,2,39,glass_breaking,112213,A,hapticgen,vibration,audio_vibration/vibration/2-112213-A-39-vib-hapticgen.wav
5-220955-A-40-vib-freqshift.wav,Helicopter_2,5,40,helicopter,220955,A,freqshift,vibration,audio_vibration/vibration/5-220955-A-40-vib-freqshift.wav
3-142006-A-10-vib-freqshift.wav,Rain_3,3,10,rain,142006,A,freqshift,vibration,audio_vibration/vibration/3-142006-A-10-vib-freqshift.wav
1-51436-A-17-vib-freqshift.wav,Pouring_Water_1,1,17,pouring_water,51436,A,freqshift,vibration,audio_vibration/vibration/1-51436-A-17-vib-freqshift.wav
5-243773-A-44-vib-hapticgen.wav,Engine_1,5,44,engine,243773,A,hapticgen,vibration,audio_vibration/vibration/5-243773-A-44-vib-hapticgen.wav
3-142593-A-38-vib-percept.wav,Clock_Tick_1,3,38,clock_tick,142593,A,percept,vibration,audio_vibration/vibration/3-142593-A-38-vib-percept.wav
5-234263-A-25-vib-pitchmatch.wav,Footsteps_2,5,25,footsteps,234263,A,pitchmatch,vibration,audio_vibration/vibration/5-234263-A-25-vib-pitchmatch.wav
2-102435-A-37-vib-freqshift.wav,Clock_Alarm_3,2,37,clock_alarm,102435,A,freqshift,vibration,audio_vibration/vibration/2-102435-A-37-vib-freqshift.wav
3-169907-A-29-vib-hapticgen.wav,Drinking_Sipping_2,3,29,drinking_sipping,169907,A,hapticgen,vibration,audio_vibration/vibration/3-169907-A-29-vib-hapticgen.wav
2-104952-A-16-vib-hapticgen.wav,Wind_1,2,16,wind,104952,A,hapticgen,vibration,audio_vibration/vibration/2-104952-A-16-vib-hapticgen.wav
1-39835-B-9-vib-hapticgen.wav,Crow_1,1,9,crow,39835,B,hapticgen,vibration,audio_vibration/vibration/1-39835-B-9-vib-hapticgen.wav
2-77347-A-46-vib-percept.wav,Church_Bells_2,2,46,church_bells,77347,A,percept,vibration,audio_vibration/vibration/2-77347-A-46-vib-percept.wav
5-253534-A-26-vib-freqshift.wav,Laughing_2,5,26,laughing,253534,A,freqshift,vibration,audio_vibration/vibration/5-253534-A-26-vib-freqshift.wav
2-66205-A-23-vib-percept.wav,Breathing_4,2,23,breathing,66205,A,percept,vibration,audio_vibration/vibration/2-66205-A-23-vib-percept.wav
3-148932-A-34-vib-pitchmatch.wav,Can_Opening_2,3,34,can_opening,148932,A,pitchmatch,vibration,audio_vibration/vibration/3-148932-A-34-vib-pitchmatch.wav
4-170247-A-12-vib-freqshift.wav,Crackling_Fire_1,4,12,crackling_fire,170247,A,freqshift,vibration,audio_vibration/vibration/4-170247-A-12-vib-freqshift.wav
1-119125-A-45-vib-pitchmatch.wav,Train_2,1,45,train,119125,A,pitchmatch,vibration,audio_vibration/vibration/1-119125-A-45-vib-pitchmatch.wav
1-101296-B-19-vib-percept.wav,Thunderstorm_2,1,19,thunderstorm,101296,B,percept,vibration,audio_vibration/vibration/1-101296-B-19-vib-percept.wav
2-82077-A-7-vib-hapticgen.wav,Insects_1,2,7,insects,82077,A,hapticgen,vibration,audio_vibration/vibration/2-82077-A-7-vib-hapticgen.wav
2-32515-A-4-vib-hapticgen.wav,Frog_1,2,4,frog,32515,A,hapticgen,vibration,audio_vibration/vibration/2-32515-A-4-vib-hapticgen.wav
5-243450-A-14-vib-hapticgen.wav,Chirping_Birds_2,5,14,chirping_birds,243450,A,hapticgen,vibration,audio_vibration/vibration/5-243450-A-14-vib-hapticgen.wav
3-151089-A-30-vib-freqshift.wav,Door_Wood_Knock_1,3,30,door_wood_knock,151089,A,freqshift,vibration,audio_vibration/vibration/3-151089-A-30-vib-freqshift.wav
4-108352-A-33-vib-pitchmatch.wav,Door_Wood_Creaks_3,4,33,door_wood_creaks,108352,A,pitchmatch,vibration,audio_vibration/vibration/4-108352-A-33-vib-pitchmatch.wav
2-76408-D-22-vib-hapticgen.wav,Clapping_1,2,22,clapping,76408,D,hapticgen,vibration,audio_vibration/vibration/2-76408-D-22-vib-hapticgen.wav
3-103599-B-25-vib-percept.wav,Footsteps_3,3,25,footsteps,103599,B,percept,vibration,audio_vibration/vibration/3-103599-B-25-vib-percept.wav
2-114609-B-28-vib-percept.wav,Snoring_1,2,28,snoring,114609,B,percept,vibration,audio_vibration/vibration/2-114609-B-28-vib-percept.wav
4-261068-A-30-vib-hapticgen.wav,Door_Wood_Knock_2,4,30,door_wood_knock,261068,A,hapticgen,vibration,audio_vibration/vibration/4-261068-A-30-vib-hapticgen.wav
2-165801-A-48-vib-percept.wav,Fireworks_2,2,48,fireworks,165801,A,percept,vibration,audio_vibration/vibration/2-165801-A-48-vib-percept.wav
3-108451-B-17-vib-pitchmatch.wav,Pouring_Water_2,3,17,pouring_water,108451,B,pitchmatch,vibration,audio_vibration/vibration/3-108451-B-17-vib-pitchmatch.wav
1-72229-A-6-vib-pitchmatch.wav,Hen_1,1,6,hen,72229,A,pitchmatch,vibration,audio_vibration/vibration/1-72229-A-6-vib-pitchmatch.wav
1-22882-A-44-vib-hapticgen.wav,Engine_2,1,44,engine,22882,A,hapticgen,vibration,audio_vibration/vibration/1-22882-A-44-vib-hapticgen.wav
2-52001-A-28-vib-percept.wav,Snoring_2,2,28,snoring,52001,A,percept,vibration,audio_vibration/vibration/2-52001-A-28-vib-percept.wav
4-164661-B-12-vib-hapticgen.wav,Crackling_Fire_2,4,12,crackling_fire,164661,B,hapticgen,vibration,audio_vibration/vibration/4-164661-B-12-vib-hapticgen.wav
4-188287-A-9-vib-percept.wav,Crow_2,4,9,crow,188287,A,percept,vibration,audio_vibration/vibration/4-188287-A-9-vib-percept.wav
2-59565-A-46-vib-pitchmatch.wav,Church_Bells_3,2,46,church_bells,59565,A,pitchmatch,vibration,audio_vibration/vibration/2-59565-A-46-vib-pitchmatch.wav
4-181563-A-12-vib-freqshift.wav,Crackling_Fire_3,4,12,crackling_fire,181563,A,freqshift,vibration,audio_vibration/vibration/4-181563-A-12-vib-freqshift.wav
5-156026-B-4-vib-percept.wav,Frog_2,5,4,frog,156026,B,percept,vibration,audio_vibration/vibration/5-156026-B-4-vib-percept.wav
1-28808-A-43-vib-percept.wav,Car_Horn_1,1,43,car_horn,28808,A,percept,vibration,audio_vibration/vibration/1-28808-A-43-vib-percept.wav
4-250864-A-8-vib-freqshift.wav,Sheep_3,4,8,sheep,250864,A,freqshift,vibration,audio_vibration/vibration/4-250864-A-8-vib-freqshift.wav
1-53467-A-47-vib-percept.wav,Airplane_1,1,47,airplane,53467,A,percept,vibration,audio_vibration/vibration/1-53467-A-47-vib-percept.wav
5-160614-B-48-vib-hapticgen.wav,Fireworks_3,5,48,fireworks,160614,B,hapticgen,vibration,audio_vibration/vibration/5-160614-B-48-vib-hapticgen.wav
1-116765-A-41-vib-percept.wav,Chainsaw_1,1,41,chainsaw,116765,A,percept,vibration,audio_vibration/vibration/1-116765-A-41-vib-percept.wav
4-99644-A-4-vib-freqshift.wav,Frog_3,4,4,frog,99644,A,freqshift,vibration,audio_vibration/vibration/4-99644-A-4-vib-freqshift.wav
5-208624-A-38-vib-freqshift.wav,Clock_Tick_2,5,38,clock_tick,208624,A,freqshift,vibration,audio_vibration/vibration/5-208624-A-38-vib-freqshift.wav
3-126391-B-27-vib-freqshift.wav,Brushing_Teeth_2,3,27,brushing_teeth,126391,B,freqshift,vibration,audio_vibration/vibration/3-126391-B-27-vib-freqshift.wav
4-174860-A-3-vib-freqshift.wav,Cow_3,4,3,cow,174860,A,freqshift,vibration,audio_vibration/vibration/4-174860-A-3-vib-freqshift.wav
3-115387-A-47-vib-pitchmatch.wav,Airplane_2,3,47,airplane,115387,A,pitchmatch,vibration,audio_vibration/vibration/3-115387-A-47-vib-pitchmatch.wav
1-50455-A-44-vib-freqshift.wav,Engine_3,1,44,engine,50455,A,freqshift,vibration,audio_vibration/vibration/1-50455-A-44-vib-freqshift.wav
1-181071-A-40-vib-freqshift.wav,Helicopter_3,1,40,helicopter,181071,A,freqshift,vibration,audio_vibration/vibration/1-181071-A-40-vib-freqshift.wav
2-152895-A-31-vib-freqshift.wav,Mouse_Click_1,2,31,mouse_click,152895,A,freqshift,vibration,audio_vibration/vibration/2-152895-A-31-vib-freqshift.wav
3-132852-A-10-vib-percept.wav,Rain_4,3,10,rain,132852,A,percept,vibration,audio_vibration/vibration/3-132852-A-10-vib-percept.wav
3-181132-A-14-vib-hapticgen.wav,Chirping_Birds_3,3,14,chirping_birds,181132,A,hapticgen,vibration,audio_vibration/vibration/3-181132-A-14-vib-hapticgen.wav
5-209698-A-38-vib-hapticgen.wav,Clock_Tick_3,5,38,clock_tick,209698,A,hapticgen,vibration,audio_vibration/vibration/5-209698-A-38-vib-hapticgen.wav
3-108451-A-17-vib-freqshift.wav,Pouring_Water_3,3,17,pouring_water,108451,A,freqshift,vibration,audio_vibration/vibration/3-108451-A-17-vib-freqshift.wav
2-184077-A-49-vib-freqshift.wav,Hand_Saw_2,2,49,hand_saw,184077,A,freqshift,vibration,audio_vibration/vibration/2-184077-A-49-vib-freqshift.wav
2-127109-A-6-vib-hapticgen.wav,Hen_2,2,6,hen,127109,A,hapticgen,vibration,audio_vibration/vibration/2-127109-A-6-vib-hapticgen.wav
4-181955-B-3-vib-freqshift.wav,Cow_4,4,3,cow,181955,B,freqshift,vibration,audio_vibration/vibration/4-181955-B-3-vib-freqshift.wav
4-161099-A-47-vib-pitchmatch.wav,Airplane_3,4,47,airplane,161099,A,pitchmatch,vibration,audio_vibration/vibration/4-161099-A-47-vib-pitchmatch.wav
2-83270-A-13-vib-hapticgen.wav,Crickets_1,2,13,crickets,83270,A,hapticgen,vibration,audio_vibration/vibration/2-83270-A-13-vib-hapticgen.wav
3-158056-B-31-vib-hapticgen.wav,Mouse_Click_2,3,31,mouse_click,158056,B,hapticgen,vibration,audio_vibration/vibration/3-158056-B-31-vib-hapticgen.wav
5-250026-A-30-vib-hapticgen.wav,Door_Wood_Knock_3,5,30,door_wood_knock,250026,A,hapticgen,vibration,audio_vibration/vibration/5-250026-A-30-vib-hapticgen.wav
5-216214-A-13-vib-hapticgen.wav,Crickets_2,5,13,crickets,216214,A,hapticgen,vibration,audio_vibration/vibration/5-216214-A-13-vib-hapticgen.wav
2-130979-A-21-vib-pitchmatch.wav,Sneezing_1,2,21,sneezing,130979,A,pitchmatch,vibration,audio_vibration/vibration/2-130979-A-21-vib-pitchmatch.wav
4-147658-A-46-vib-freqshift.wav,Church_Bells_4,4,46,church_bells,147658,A,freqshift,vibration,audio_vibration/vibration/4-147658-A-46-vib-freqshift.wav
2-25293-A-22-vib-hapticgen.wav,Clapping_2,2,22,clapping,25293,A,hapticgen,vibration,audio_vibration/vibration/2-25293-A-22-vib-hapticgen.wav
5-209698-A-38-vib-percept.wav,Clock_Tick_4,5,38,clock_tick,209698,A,percept,vibration,audio_vibration/vibration/5-209698-A-38-vib-percept.wav
1-16746-A-15-vib-freqshift.wav,Water_Drops_1,1,15,water_drops,16746,A,freqshift,vibration,audio_vibration/vibration/1-16746-A-15-vib-freqshift.wav
5-221568-A-22-vib-hapticgen.wav,Clapping_3,5,22,clapping,221568,A,hapticgen,vibration,audio_vibration/vibration/5-221568-A-22-vib-hapticgen.wav
2-50665-A-20-vib-pitchmatch.wav,Crying_Baby_2,2,20,crying_baby,50665,A,pitchmatch,vibration,audio_vibration/vibration/2-50665-A-20-vib-pitchmatch.wav
2-60180-A-49-vib-pitchmatch.wav,Hand_Saw_3,2,49,hand_saw,60180,A,pitchmatch,vibration,audio_vibration/vibration/2-60180-A-49-vib-pitchmatch.wav
1-28005-A-18-vib-percept.wav,Toilet_Flush_2,1,18,toilet_flush,28005,A,percept,vibration,audio_vibration/vibration/1-28005-A-18-vib-percept.wav
4-191687-A-0-vib-hapticgen.wav,Dog_1,4,0,dog,191687,A,hapticgen,vibration,audio_vibration/vibration/4-191687-A-0-vib-hapticgen.wav
5-208810-A-11-vib-hapticgen.wav,Sea_Waves_1,5,11,sea_waves,208810,A,hapticgen,vibration,audio_vibration/vibration/5-208810-A-11-vib-hapticgen.wav
1-40967-A-28-vib-pitchmatch.wav,Snoring_3,1,28,snoring,40967,A,pitchmatch,vibration,audio_vibration/vibration/1-40967-A-28-vib-pitchmatch.wav
2-51173-A-35-vib-hapticgen.wav,Washing_Machine_1,2,35,washing_machine,51173,A,hapticgen,vibration,audio_vibration/vibration/2-51173-A-35-vib-hapticgen.wav
1-34495-A-14-vib-percept.wav,Chirping_Birds_4,1,14,chirping_birds,34495,A,percept,vibration,audio_vibration/vibration/1-34495-A-14-vib-percept.wav
4-182368-A-12-vib-pitchmatch.wav,Crackling_Fire_4,4,12,crackling_fire,182368,A,pitchmatch,vibration,audio_vibration/vibration/4-182368-A-12-vib-pitchmatch.wav
5-213293-A-23-vib-hapticgen.wav,Breathing_5,5,23,breathing,213293,A,hapticgen,vibration,audio_vibration/vibration/5-213293-A-23-vib-hapticgen.wav
4-159609-B-14-vib-hapticgen.wav,Chirping_Birds_5,4,14,chirping_birds,159609,B,hapticgen,vibration,audio_vibration/vibration/4-159609-B-14-vib-hapticgen.wav
4-165845-B-45-vib-percept.wav,Train_3,4,45,train,165845,B,percept,vibration,audio_vibration/vibration/4-165845-B-45-vib-percept.wav
1-17295-A-29-vib-hapticgen.wav,Drinking_Sipping_3,1,29,drinking_sipping,17295,A,hapticgen,vibration,audio_vibration/vibration/1-17295-A-29-vib-hapticgen.wav
1-61534-A-27-vib-hapticgen.wav,Brushing_Teeth_3,1,27,brushing_teeth,61534,A,hapticgen,vibration,audio_vibration/vibration/1-61534-A-27-vib-hapticgen.wav
2-54961-A-23-vib-hapticgen.wav,Breathing_6,2,23,breathing,54961,A,hapticgen,vibration,audio_vibration/vibration/2-54961-A-23-vib-hapticgen.wav
5-182007-A-36-vib-percept.wav,Vacuum_Cleaner_1,5,36,vacuum_cleaner,182007,A,percept,vibration,audio_vibration/vibration/5-182007-A-36-vib-percept.wav
4-179836-A-34-vib-pitchmatch.wav,Can_Opening_3,4,34,can_opening,179836,A,pitchmatch,vibration,audio_vibration/vibration/4-179836-A-34-vib-pitchmatch.wav
3-187549-B-6-vib-freqshift.wav,Hen_3,3,6,hen,187549,B,freqshift,vibration,audio_vibration/vibration/3-187549-B-6-vib-freqshift.wav
5-242490-A-14-vib-pitchmatch.wav,Chirping_Birds_6,5,14,chirping_birds,242490,A,pitchmatch,vibration,audio_vibration/vibration/5-242490-A-14-vib-pitchmatch.wav
1-101404-A-34-vib-pitchmatch.wav,Can_Opening_4,1,34,can_opening,101404,A,pitchmatch,vibration,audio_vibration/vibration/1-101404-A-34-vib-pitchmatch.wav
4-163606-A-16-vib-hapticgen.wav,Wind_2,4,16,wind,163606,A,hapticgen,vibration,audio_vibration/vibration/4-163606-A-16-vib-hapticgen.wav
5-219379-C-11-vib-percept.wav,Sea_Waves_2,5,11,sea_waves,219379,C,percept,vibration,audio_vibration/vibration/5-219379-C-11-vib-percept.wav
5-181977-A-35-vib-percept.wav,Washing_Machine_2,5,35,washing_machine,181977,A,percept,vibration,audio_vibration/vibration/5-181977-A-35-vib-percept.wav
1-40730-A-1-vib-percept.wav,Rooster_2,1,1,rooster,40730,A,percept,vibration,audio_vibration/vibration/1-40730-A-1-vib-percept.wav
4-176638-A-43-vib-percept.wav,Car_Horn_2,4,43,car_horn,176638,A,percept,vibration,audio_vibration/vibration/4-176638-A-43-vib-percept.wav
1-28005-A-18-vib-freqshift.wav,Toilet_Flush_3,1,18,toilet_flush,28005,A,freqshift,vibration,audio_vibration/vibration/1-28005-A-18-vib-freqshift.wav
3-101381-B-33-vib-pitchmatch.wav,Door_Wood_Creaks_4,3,33,door_wood_creaks,101381,B,pitchmatch,vibration,audio_vibration/vibration/3-101381-B-33-vib-pitchmatch.wav
4-164859-A-1-vib-freqshift.wav,Rooster_3,4,1,rooster,164859,A,freqshift,vibration,audio_vibration/vibration/4-164859-A-1-vib-freqshift.wav
3-155579-A-14-vib-freqshift.wav,Chirping_Birds_7,3,14,chirping_birds,155579,A,freqshift,vibration,audio_vibration/vibration/3-155579-A-14-vib-freqshift.wav
2-109374-A-16-vib-pitchmatch.wav,Wind_3,2,16,wind,109374,A,pitchmatch,vibration,audio_vibration/vibration/2-109374-A-16-vib-pitchmatch.wav
1-100038-A-14-vib-freqshift.wav,Chirping_Birds_8,1,14,chirping_birds,100038,A,freqshift,vibration,audio_vibration/vibration/1-100038-A-14-vib-freqshift.wav
5-243450-A-14-vib-percept.wav,Chirping_Birds_9,5,14,chirping_birds,243450,A,percept,vibration,audio_vibration/vibration/5-243450-A-14-vib-percept.wav
2-132157-B-11-vib-pitchmatch.wav,Sea_Waves_3,2,11,sea_waves,132157,B,pitchmatch,vibration,audio_vibration/vibration/2-132157-B-11-vib-pitchmatch.wav
1-63679-A-24-vib-pitchmatch.wav,Coughing_4,1,24,coughing,63679,A,pitchmatch,vibration,audio_vibration/vibration/1-63679-A-24-vib-pitchmatch.wav
2-158746-D-2-vib-freqshift.wav,Pig_1,2,2,pig,158746,D,freqshift,vibration,audio_vibration/vibration/2-158746-D-2-vib-freqshift.wav
5-260875-A-35-vib-hapticgen.wav,Washing_Machine_3,5,35,washing_machine,260875,A,hapticgen,vibration,audio_vibration/vibration/5-260875-A-35-vib-hapticgen.wav
4-195305-A-31-vib-freqshift.wav,Mouse_Click_3,4,31,mouse_click,195305,A,freqshift,vibration,audio_vibration/vibration/4-195305-A-31-vib-freqshift.wav
5-218494-A-22-vib-pitchmatch.wav,Clapping_4,5,22,clapping,218494,A,pitchmatch,vibration,audio_vibration/vibration/5-218494-A-22-vib-pitchmatch.wav
3-131943-A-37-vib-freqshift.wav,Clock_Alarm_4,3,37,clock_alarm,131943,A,freqshift,vibration,audio_vibration/vibration/3-131943-A-37-vib-freqshift.wav
2-106015-A-44-vib-hapticgen.wav,Engine_4,2,44,engine,106015,A,hapticgen,vibration,audio_vibration/vibration/2-106015-A-44-vib-hapticgen.wav
2-84965-A-23-vib-percept.wav,Breathing_7,2,23,breathing,84965,A,percept,vibration,audio_vibration/vibration/2-84965-A-23-vib-percept.wav
4-181362-A-13-vib-percept.wav,Crickets_3,4,13,crickets,181362,A,percept,vibration,audio_vibration/vibration/4-181362-A-13-vib-percept.wav
5-216216-A-13-vib-percept.wav,Crickets_4,5,13,crickets,216216,A,percept,vibration,audio_vibration/vibration/5-216216-A-13-vib-percept.wav
2-106486-A-44-vib-pitchmatch.wav,Engine_5,2,44,engine,106486,A,pitchmatch,vibration,audio_vibration/vibration/2-106486-A-44-vib-pitchmatch.wav
5-238926-A-31-vib-hapticgen.wav,Mouse_Click_4,5,31,mouse_click,238926,A,hapticgen,vibration,audio_vibration/vibration/5-238926-A-31-vib-hapticgen.wav
4-182368-A-12-vib-percept.wav,Crackling_Fire_5,4,12,crackling_fire,182368,A,percept,vibration,audio_vibration/vibration/4-182368-A-12-vib-percept.wav
1-91359-A-11-vib-pitchmatch.wav,Sea_Waves_4,1,11,sea_waves,91359,A,pitchmatch,vibration,audio_vibration/vibration/1-91359-A-11-vib-pitchmatch.wav
1-40967-A-28-vib-hapticgen.wav,Snoring_4,1,28,snoring,40967,A,hapticgen,vibration,audio_vibration/vibration/1-40967-A-28-vib-hapticgen.wav
1-181071-B-40-vib-pitchmatch.wav,Helicopter_4,1,40,helicopter,181071,B,pitchmatch,vibration,audio_vibration/vibration/1-181071-B-40-vib-pitchmatch.wav
3-144827-B-11-vib-hapticgen.wav,Sea_Waves_5,3,11,sea_waves,144827,B,hapticgen,vibration,audio_vibration/vibration/3-144827-B-11-vib-hapticgen.wav
1-75162-A-9-vib-pitchmatch.wav,Crow_3,1,9,crow,75162,A,pitchmatch,vibration,audio_vibration/vibration/1-75162-A-9-vib-pitchmatch.wav
1-59102-A-13-vib-freqshift.wav,Crickets_5,1,13,crickets,59102,A,freqshift,vibration,audio_vibration/vibration/1-59102-A-13-vib-freqshift.wav
1-53663-A-24-vib-freqshift.wav,Coughing_5,1,24,coughing,53663,A,freqshift,vibration,audio_vibration/vibration/1-53663-A-24-vib-freqshift.wav
5-205589-A-17-vib-percept.wav,Pouring_Water_4,5,17,pouring_water,205589,A,percept,vibration,audio_vibration/vibration/5-205589-A-17-vib-percept.wav
5-187201-A-4-vib-pitchmatch.wav,Frog_4,5,4,frog,187201,A,pitchmatch,vibration,audio_vibration/vibration/5-187201-A-4-vib-pitchmatch.wav
1-51805-A-33-vib-hapticgen.wav,Door_Wood_Creaks_5,1,33,door_wood_creaks,51805,A,hapticgen,vibration,audio_vibration/vibration/1-51805-A-33-vib-hapticgen.wav
3-145577-A-43-vib-percept.wav,Car_Horn_3,3,43,car_horn,145577,A,percept,vibration,audio_vibration/vibration/3-145577-A-43-vib-percept.wav
5-182010-A-36-vib-freqshift.wav,Vacuum_Cleaner_2,5,36,vacuum_cleaner,182010,A,freqshift,vibration,audio_vibration/vibration/5-182010-A-36-vib-freqshift.wav
3-155570-A-32-vib-pitchmatch.wav,Keyboard_Typing_2,3,32,keyboard_typing,155570,A,pitchmatch,vibration,audio_vibration/vibration/3-155570-A-32-vib-pitchmatch.wav
2-78651-A-44-vib-freqshift.wav,Engine_6,2,44,engine,78651,A,freqshift,vibration,audio_vibration/vibration/2-78651-A-44-vib-freqshift.wav
1-77160-A-3-vib-freqshift.wav,Cow_5,1,3,cow,77160,A,freqshift,vibration,audio_vibration/vibration/1-77160-A-3-vib-freqshift.wav
1-46744-A-36-vib-freqshift.wav,Vacuum_Cleaner_3,1,36,vacuum_cleaner,46744,A,freqshift,vibration,audio_vibration/vibration/1-46744-A-36-vib-freqshift.wav
4-123680-A-18-vib-hapticgen.wav,Toilet_Flush_4,4,18,toilet_flush,123680,A,hapticgen,vibration,audio_vibration/vibration/4-123680-A-18-vib-hapticgen.wav
